MatchKey,DateKey,TimeKey,HomeTeamKey,AwayTeamKey
4010437,437,0,4,7
4010798,538,0,4,7
4010899,562,0,4,7
4011237,637,0,4,7
4011484,677,0,4,7
4011933,790,0,4,7
4012088,824,0,4,7
4012412,894,0,4,7
4012836,984,0,4,7
4013411,1108,0,4,7
3986751,1134,0,4,7
3987250,1252,0,4,7
3987523,1310,0,4,7
3987775,1371,0,4,7
3988064,1440,0,4,7
3988445,1534,0,4,7
3670184,1582,0,4,7
3670564,1668,0,4,7
3569171,1790,0,4,7
3568559,1960,0,4,7
1080608,2764,0,4,7
998895,2938,0,4,7
39790,3206,2,4,7
992010,3588,2,4,7
4008383,35,6,4,7
2980691,2555,6,4,7
2970509,2650,6,4,7
6624,3059,6,4,7
1134559,3747,7,4,7
2224753,3763,7,4,7
2329874,3890,7,4,7
2503719,3920,7,4,7
2617087,3991,7,4,7
2732077,4076,7,4,7
2906853,4160,7,4,7
3117078,4283,7,4,7
3266615,4355,7,4,7
4013096,1042,8,4,7
3565011,1748,8,4,7
3568985,1909,8,4,7
3568114,2009,8,4,7
3567833,2106,8,4,7
3666765,2224,8,4,7
3492109,2349,8,4,7
3171149,2370,8,4,7
3112208,2514,8,4,7
1001371,2830,8,4,7
24939,3129,8,4,7
54594,3267,11,4,7
1061073,3628,14,4,7
4098931,4795,18,4,7
80056,3381,20,4,7
913439,3461,20,4,7
3415435,4491,26,4,7
3598155,4579,26,4,7
3851227,4732,26,4,7
4008651,76,0,17,7
4009003,138,0,17,7
4009324,201,0,17,7
4009437,223,0,17,7
4009643,271,0,17,7
4010131,370,0,17,7
4008293,16,1,17,7
4010082,361,3,17,7
4008859,105,8,17,7
4008243,5,0,5,7
4008581,65,0,5,7
4008715,88,0,5,7
4009083,150,0,5,7
4009242,178,0,5,7
4009570,259,0,5,7
4009715,286,0,5,7
4010041,354,0,5,7
4010180,380,0,5,7
4010500,455,0,5,7
4010645,496,0,5,7
4010987,580,0,5,7
4011088,601,0,5,7
4011476,698,0,5,7
4011643,731,0,5,7
4012298,870,0,5,7
4013075,1037,0,5,7
4013255,1071,0,5,7
3987009,1197,0,5,7
3987124,1222,0,5,7
3987451,1295,0,5,7
3987722,1359,0,5,7
3988507,1550,0,5,7
3670146,1573,0,5,7
3670418,1635,0,5,7
4012204,850,8,5,7
4012591,933,8,5,7
3988186,1466,8,5,7
3564911,1745,8,5,7
3569045,1761,8,5,7
3568913,1892,8,5,7
3568415,1917,8,5,7
3568166,2025,8,5,7
3567932,2136,8,5,7
3666638,2193,8,5,7
4008419,39,0,6,7
4008499,49,0,6,7
3987416,1287,0,6,7
3988042,1436,6,6,7
4012905,996,8,6,7
4013233,1066,8,6,7
3986890,1166,8,6,7
3987047,1203,8,6,7
3987828,1384,8,6,7
3988421,1529,8,6,7
4008350,32,0,8,7
4008620,73,0,8,7
4008739,92,0,8,7
4009107,153,0,8,7
4009218,175,0,8,7
4009554,255,0,8,7
4009683,280,0,8,7
4010058,357,0,8,7
4010195,382,0,8,7
4010517,459,0,8,7
4010692,508,0,8,7
4011004,583,0,8,7
4011164,621,0,8,7
3987867,1393,0,8,7
4011824,767,3,8,7
3666874,2267,6,8,7
2680,3002,6,8,7
1072014,3664,6,8,7
1134246,3704,6,8,7
2224909,3813,6,8,7
2329853,3852,6,8,7
2503751,3925,6,8,7
2662198,4058,6,8,7
2732228,4131,6,8,7
2924605,4172,6,8,7
3099227,4256,6,8,7
3237910,4338,6,8,7
4011467,695,8,8,7
4012145,838,8,8,7
4012510,913,8,8,7
4012609,936,8,8,7
4012952,1007,8,8,7
4013493,1128,8,8,7
3986762,1137,8,8,7
3987230,1240,8,8,7
3987393,1282,8,8,7
3988113,1451,8,8,7
3988288,1489,8,8,7
3670321,1617,8,8,7
3670486,1651,8,8,7
3565029,1752,8,8,7
3569241,1808,8,8,7
3568807,1854,8,8,7
3568527,1951,8,8,7
3568362,2085,8,8,7
3568040,2170,8,8,7
3492121,2352,8,8,7
3183686,2435,8,8,7
3112164,2501,8,8,7
2980735,2565,8,8,7
2970751,2704,8,8,7
995630,2934,8,8,7
39861,3223,8,8,7
1062486,2783,16,8,7
1001384,2863,16,8,7
24961,3133,16,8,7
54702,3300,16,8,7
79983,3357,16,8,7
913446,3480,16,8,7
970893,3524,16,8,7
3598291,4604,18,8,7
3851300,4726,18,8,7
4098947,4798,18,8,7
3415359,4458,27,8,7
4008435,22,0,9,7
4008811,101,0,9,7
4008971,134,0,9,7
4009384,187,0,9,7
4010098,364,0,9,7
4010660,500,0,9,7
4010915,565,0,9,7
4011111,607,0,9,7
4011348,663,0,9,7
4011846,771,0,9,7
4012070,820,0,9,7
4012352,880,0,9,7
4012888,995,0,9,7
4013398,1104,0,9,7
3986931,1175,0,9,7
3987179,1234,0,9,7
3987578,1325,0,9,7
3670128,1569,0,9,7
3666747,2228,0,9,7
3492002,2316,0,9,7
3183718,2440,0,9,7
3112241,2525,0,9,7
1062323,2735,0,9,7
1023720,2860,0,9,7
1881,2991,0,9,7
4008555,57,1,9,7
4098822,4788,2,9,7
3237993,4349,6,9,7
4009516,246,7,9,7
4009745,294,7,9,7
4012916,999,8,9,7
3987687,1349,8,9,7
3988010,1428,8,9,7
3988239,1481,8,9,7
3670513,1657,8,9,7
3564893,1755,8,9,7
3569057,1765,8,9,7
3568961,1887,8,9,7
3568510,1945,8,9,7
3568098,2004,8,9,7
3567916,2131,8,9,7
991426,2926,11,9,7
2933505,4181,16,9,7
3139960,4298,16,9,7
3415336,4451,26,9,7
3598330,4591,26,9,7
3851246,4710,26,9,7
4008275,9,0,10,7
4008667,79,0,10,7
4008955,132,0,10,7
4009367,209,0,10,7
4009539,252,0,10,7
4010724,514,0,10,7
3986782,1142,0,10,7
3987143,1225,0,10,7
3988485,1545,0,10,7
3670211,1590,0,10,7
3670472,1647,0,10,7
3112272,2531,0,10,7
1003344,2967,0,10,7
5360,3043,0,10,7
54526,3245,6,10,7
79913,3335,6,10,7
978266,3548,6,10,7
1079813,3674,6,10,7
1133389,3687,6,10,7
2224927,3805,6,10,7
3274381,4360,6,10,7
4009732,290,7,10,7
4010211,384,7,10,7
4010480,427,7,10,7
4010480,441,7,10,7
2329847,3856,7,10,7
2512788,3947,7,10,7
2626584,3997,7,10,7
4008851,103,8,10,7
3987643,1338,8,10,7
3987652,1340,8,10,7
3988149,1459,8,10,7
3569306,1822,8,10,7
3568788,1849,8,10,7
3568656,1992,8,10,7
3568221,2041,8,10,7
3567896,2125,8,10,7
3666808,2249,8,10,7
3185951,2278,8,10,7
3177071,2396,8,10,7
2980792,2583,8,10,7
2970595,2671,8,10,7
1062146,2745,8,10,7
1000490,2834,8,10,7
24834,3100,8,10,7
913457,3510,8,10,7
39728,3186,11,10,7
2732186,4097,16,10,7
2933525,4185,16,10,7
3140007,4310,16,10,7
3851291,4697,16,10,7
3598237,4585,18,10,7
4098941,4783,18,10,7
3415373,4466,27,10,7
4008403,37,0,11,7
4008630,60,0,11,7
4008630,63,0,11,7
4008630,70,0,11,7
4008907,123,0,11,7
4008931,128,0,11,7
4009203,172,0,11,7
4009585,261,0,11,7
4009899,329,0,11,7
4010823,542,0,11,7
4011075,598,0,11,7
4011315,655,0,11,7
4011686,738,0,11,7
4012267,865,0,11,7
4012429,896,0,11,7
4012830,982,0,11,7
4012992,1016,0,11,7
4013336,1088,0,11,7
3986850,1155,0,11,7
3987088,1215,0,11,7
3987849,1389,0,11,7
3988214,1472,0,11,7
3568382,2091,0,11,7
2980954,2623,0,11,7
4009842,317,2,11,7
4010323,405,2,11,7
4010539,451,3,11,7
1134443,3738,6,11,7
2329808,3863,7,11,7
4011411,683,8,11,7
3987609,1333,8,11,7
3988462,1539,8,11,7
3564866,1727,8,11,7
3569023,1757,8,11,7
3568825,1858,8,11,7
3568545,1957,8,11,7
3568025,2165,8,11,7
3666847,2260,8,11,7
3194009,2285,8,11,7
3177093,2403,8,11,7
3112255,2529,8,11,7
2970485,2646,8,11,7
1062431,2739,8,11,7
1057376,2869,8,11,7
982287,2893,8,11,7
24699,3065,8,11,7
54499,3237,8,11,7
2530808,3959,8,11,7
1031,2979,16,11,7
1041650,3597,16,11,7
2229926,3752,16,11,7
39738,3188,22,11,7
4008531,54,0,13,7
4009226,176,0,13,7
4010582,479,0,13,7
4010740,518,0,13,7
4011043,592,0,13,7
4011133,613,0,13,7
4008375,11,2,13,7
4008375,20,2,13,7
4008829,118,3,13,7
4010243,389,7,13,7
4098982,4827,18,13,7
3598133,4553,23,13,7
3851214,4722,23,13,7
4008334,30,0,57,7
4008635,74,0,12,7
4008755,94,0,12,7
4009099,152,0,12,7
4009601,264,0,12,7
4010971,576,0,12,7
4011261,643,0,12,7
4011665,735,0,12,7
4012115,830,0,12,7
4012323,875,0,12,7
4013349,1093,0,12,7
3987469,1299,0,12,7
3987702,1353,0,12,7
3987993,1425,0,12,7
3988368,1515,0,12,7
3670166,1577,0,12,7
3670634,1687,0,12,7
3568486,1937,0,12,7
3568190,2032,0,12,7
3568065,2177,0,12,7
24720,3071,0,12,7
3415408,4482,2,12,7
3851104,4716,2,12,7
1134435,3737,6,12,7
2224884,3817,6,12,7
2329742,3844,6,12,7
3140028,4316,6,12,7
3216664,4319,6,12,7
4009276,190,7,12,7
4011435,687,8,12,7
4012771,968,8,12,7
3986956,1183,8,12,7
3987320,1269,8,12,7
3564214,1699,8,12,7
3569096,1773,8,12,7
3568749,1839,8,12,7
3666674,2203,8,12,7
3492031,2326,8,12,7
3171524,2390,8,12,7
1452,2985,8,12,7
39629,3157,8,12,7
80038,3376,16,12,7
913430,3435,16,12,7
988251,3565,16,12,7
2503759,3927,16,12,7
1069959,3655,20,12,7
4098830,4811,23,12,7
54668,3289,24,12,7
3598215,4572,28,12,7
4008467,45,0,14,7
4008823,113,0,14,7
4009171,164,0,14,7
4010781,533,0,14,7
4011062,596,0,14,7
4011277,647,0,14,7
4011784,759,0,14,7
4009043,144,7,14,7
4011427,686,7,14,7
4008899,122,0,15,7
4008987,136,0,15,7
4009479,234,0,15,7
4009778,300,0,15,7
4010075,360,0,15,7
4010397,423,0,15,7
4011213,631,0,15,7
4011389,673,0,15,7
4011725,747,0,15,7
4012395,890,0,15,7
4012710,955,0,15,7
4013274,1075,0,15,7
4009258,180,7,15,7
4009258,210,7,15,7
4010228,387,7,15,7
4012222,853,8,15,7
4013153,1052,8,15,7
3986726,1130,8,15,7
3987103,1217,8,15,7
3987789,1375,8,15,7
4008699,85,0,16,7
4009139,158,0,16,7
4009352,206,0,16,7
4009461,231,0,16,7
4011532,710,0,16,7
4012133,834,0,16,7
4013175,1056,0,16,7
3986813,1147,0,16,7
3670236,1595,0,16,7
4011179,624,7,16,7
4011583,718,8,16,7
4013206,1062,8,16,7
4008940,130,0,19,7
4009637,270,0,19,7
4009867,323,0,19,7
4009915,332,0,19,7
4010259,391,0,19,7
4011294,651,0,19,7
4011596,720,0,19,7
4012106,828,0,19,7
4012368,884,0,19,7
3987163,1228,0,19,7
3987922,1408,0,19,7
3670091,1561,0,19,7
913437,3455,6,19,7
991982,3572,6,19,7
2224862,3798,6,19,7
2668506,4061,6,19,7
2732222,4105,6,19,7
4010932,569,7,19,7
2864881,4148,7,19,7
4011452,691,8,19,7
3977611,1416,8,19,7
3988374,1516,8,19,7
3670375,1628,8,19,7
3564833,1721,8,19,7
3569138,1782,8,19,7
3568728,1835,8,19,7
3568625,1982,8,19,7
3568310,2069,8,19,7
3567823,2103,8,19,7
3666613,2186,8,19,7
3491961,2304,8,19,7
3180455,2424,8,19,7
2970579,2667,8,19,7
1043869,2716,8,19,7
988103,2917,8,19,7
2545925,3972,8,19,7
1049137,3610,16,19,7
1134596,3749,16,19,7
2329904,3826,16,19,7
3302899,4381,16,19,7
3598206,4565,23,19,7
3851170,4683,23,19,7
4098816,4802,23,19,7
80114,3397,24,19,7
3415457,4496,25,19,7
4009123,155,0,18,7
4009292,194,0,20,7
4009825,313,0,20,7
4009493,236,7,20,7
4009412,218,0,21,7
4009796,305,0,21,7
4009931,335,0,21,7
4010300,402,0,21,7
4010552,467,0,21,7
4010676,504,0,21,7
4011125,611,0,21,7
4011498,702,0,21,7
4012448,900,0,21,7
4013033,1029,0,21,7
4013305,1082,0,21,7
3987268,1256,0,21,7
3987598,1330,0,21,7
3988351,1511,0,21,7
3670581,1672,0,21,7
3564531,1703,0,21,7
3568880,1876,0,21,7
3568614,1978,0,21,7
3568298,2064,0,21,7
3492053,2333,0,21,7
4010843,547,8,21,7
4011864,776,8,21,7
4012249,858,8,21,7
4012690,950,8,21,7
3986969,1186,8,21,7
3987949,1412,8,21,7
3670283,1607,8,21,7
3567959,2144,8,21,7
3666791,2242,8,21,7
3177416,2414,8,21,7
3112095,2481,8,21,7
1022340,2845,20,21,7
4009700,284,0,22,7
4009948,338,0,22,7
4010340,410,0,22,7
4010597,483,0,22,7
4010629,492,0,22,7
4010947,572,0,22,7
4011547,713,0,22,7
4011905,786,0,22,7
4011997,805,0,22,7
4012573,931,0,22,7
4012941,1003,0,22,7
3986909,1171,0,22,7
3670109,1565,0,22,7
3670600,1676,0,22,7
3564164,1695,0,22,7
3569208,1798,0,22,7
3568450,1926,0,22,7
3568080,2180,0,22,7
4013359,1095,4,22,7
3987306,1266,6,22,7
3988221,1473,6,22,7
4012645,942,8,22,7
3987363,1275,8,22,7
3987672,1346,8,22,7
3988268,1485,8,22,7
3568713,1830,8,22,7
3568345,2078,8,22,7
3185959,2280,8,22,7
4009860,322,0,23,7
4010115,367,0,23,7
4010147,373,0,23,7
4010532,462,0,23,7
4010616,488,0,23,7
2970625,2681,0,23,7
4011753,752,3,23,7
4012177,844,3,23,7
4012384,887,3,23,7
4012627,938,3,23,7
4013134,1049,3,23,7
4013284,1077,3,23,7
80146,3410,6,23,7
2224763,3759,6,23,7
2329883,3883,6,23,7
2512773,3942,6,23,7
2633807,4009,6,23,7
2732129,4111,6,23,7
2987602,4227,6,23,7
3136367,4293,6,23,7
3302953,4403,6,23,7
3988311,1498,8,23,7
3670303,1612,8,23,7
3670538,1663,8,23,7
3564965,1741,8,23,7
3569125,1778,8,23,7
3568846,1863,8,23,7
3568463,1931,8,23,7
3568275,2058,8,23,7
3567852,2112,8,23,7
3492094,2336,8,23,7
3171324,2375,8,23,7
3004340,2451,8,23,7
2980629,2544,8,23,7
1081873,2780,8,23,7
991415,2798,8,23,7
980403,2884,8,23,7
24864,3107,8,23,7
1083848,3678,8,23,7
3666625,2190,16,23,7
3435,3011,16,23,7
54622,3274,16,23,7
913450,3492,16,23,7
988198,3562,16,23,7
3598279,4632,18,23,7
3851153,4678,18,23,7
4098801,4755,18,23,7
39827,3215,24,23,7
3415299,4433,27,23,7
4010358,413,0,24,7
4010422,431,0,24,7
4010806,528,0,24,7
4011011,585,0,24,7
4011374,669,0,24,7
4011915,788,0,24,7
4012457,902,0,24,7
4012791,973,0,24,7
4013195,1060,0,24,7
4013378,1100,0,24,7
3986939,1178,0,24,7
3987557,1318,0,24,7
3988098,1448,0,24,7
3564879,1730,0,24,7
3569190,1794,0,24,7
987498,2913,0,24,7
4011945,792,3,24,7
4009987,344,7,24,7
3987284,1259,8,24,7
3987902,1402,8,24,7
3964177,1477,8,24,7
3670355,1624,8,24,7
3670615,1682,8,24,7
3568590,1972,8,24,7
3568328,2074,8,24,7
3567978,2150,8,24,7
3666728,2218,8,24,7
3491981,2310,8,24,7
3112078,2478,8,24,7
2980865,2598,8,24,7
2970641,2685,8,24,7
1062136,2728,8,24,7
997968,2817,8,24,7
5793,3046,8,24,7
24981,3138,8,24,7
54541,3249,8,24,7
39771,3197,24,24,7
4010708,511,0,25,7
4011026,588,0,25,7
4011149,617,0,25,7
4010459,444,7,25,7
4010380,419,0,26,7
4011705,742,0,26,7
4012042,814,0,26,7
4012303,871,8,26,7
4011806,763,0,27,7
4013089,1041,0,27,7
4013452,1116,0,27,7
3987028,1199,0,27,7
3987070,1211,0,27,7
3987351,1274,0,27,7
3987813,1380,0,27,7
3987963,1419,0,27,7
3988408,1524,0,27,7
3670222,1588,0,27,7
3564617,1714,0,27,7
3568898,1882,0,27,7
3568155,2020,0,27,7
54465,3229,6,27,7
913435,3449,6,27,7
1134375,3722,6,27,7
2493783,3910,6,27,7
2653867,4040,6,27,7
2732104,4082,6,27,7
2987581,4220,6,27,7
3084097,4243,6,27,7
4012195,848,8,27,7
4012537,922,8,27,7
4012870,992,8,27,7
3670397,1631,8,27,7
3569076,1770,8,27,7
3568571,1964,8,27,7
3146333,2366,8,27,7
3112147,2497,8,27,7
2980745,2568,8,27,7
2970533,2655,8,27,7
1076780,2751,8,27,7
1001374,2854,8,27,7
982858,2900,8,27,7
4004,3019,8,27,7
24900,3117,8,27,7
973462,3528,8,27,7
80131,3402,16,27,7
1066254,3641,16,27,7
2224850,3785,16,27,7
2329790,3874,16,27,7
39812,3211,24,27,7
4013119,1047,0,28,7
3569003,1913,0,28,7
4011567,716,2,28,7
4012665,946,5,28,7
3987488,1302,6,28,7
54482,3233,6,28,7
1058855,3622,6,28,7
1134214,3698,6,28,7
2630703,4003,6,28,7
3302937,4397,6,28,7
2732144,4117,7,28,7
2958573,4193,7,28,7
4012474,905,8,28,7
4013429,1111,8,28,7
3986832,1151,8,28,7
3987055,1206,8,28,7
3670447,1642,8,28,7
3564928,1733,8,28,7
3568489,1938,8,28,7
3568205,2037,8,28,7
3567800,2097,8,28,7
3146318,2363,8,28,7
3112118,2487,8,28,7
2980614,2541,8,28,7
2957929,2632,8,28,7
1062460,2789,8,28,7
1021998,2825,8,28,7
988274,2921,8,28,7
39666,3167,8,28,7
80167,3414,8,28,7
2503791,3934,8,28,7
4538,3026,16,28,7
24732,3076,16,28,7
913432,3440,16,28,7
991997,3581,16,28,7
2224777,3782,16,28,7
2329682,3832,16,28,7
3139979,4304,16,28,7
3415506,4520,23,28,7
3598255,4623,26,28,7
3851088,4649,26,28,7
4098836,4833,26,28,7
4012025,810,0,30,7
3564947,1737,8,30,7
3569225,1803,8,30,7
4013181,1058,0,29,7
4012852,988,3,29,7
1077637,2756,6,29,7
4011980,801,8,29,7
1000480,2821,8,29,7
1000223,2952,8,29,7
24756,3081,8,29,7
39614,3151,8,29,7
4948,3033,16,29,7
4012494,910,0,31,7
4012730,959,0,31,7
4013010,1021,0,31,7
3986991,1193,0,31,7
3987223,1248,0,31,7
3987435,1291,0,31,7
3987756,1367,0,31,7
3988124,1454,0,31,7
3670273,1604,0,31,7
3564595,1710,0,31,7
3569290,1819,0,31,7
3568947,1899,0,31,7
2980816,2591,0,31,7
3598344,4638,2,31,7
3851206,4663,2,31,7
1134400,3726,6,31,7
2224840,3771,6,31,7
2479873,3897,6,31,7
2587023,3975,6,31,7
2732166,4090,6,31,7
3117063,4277,6,31,7
3988430,1504,8,31,7
3670656,1692,8,31,7
3568671,1997,8,31,7
973787,3532,8,31,7
2329795,3871,8,31,7
913444,3473,16,31,7
1069457,3649,16,31,7
2958626,4208,16,31,7
3302915,4388,16,31,7
4098790,4759,23,31,7
3415393,4474,24,31,7
4012756,965,0,32,7
3568261,2053,0,32,7
4013481,1125,0,33,7
3987202,1244,0,34,7
3987378,1279,0,34,7
3987543,1314,0,35,7
3987886,1398,0,35,7
3988030,1432,0,35,7
3666889,2223,0,35,7
3666889,2272,0,35,7
3851275,4704,2,35,7
3670247,1599,3,35,7
3988255,1482,8,35,7
3567946,2140,8,35,7
3491943,2299,8,35,7
3598124,4557,18,35,7
3988163,1461,0,37,7
3670526,1660,0,36,7
3987974,1420,8,36,7
3670070,1555,8,36,7
3568973,1905,0,38,7
3568434,1921,0,38,7
3568246,2049,0,38,7
3568002,2157,0,38,7
3666833,2257,0,38,7
3180442,2420,0,38,7
3111984,2456,0,38,7
999061,2949,0,38,7
39652,3162,6,38,7
2224819,3766,6,38,7
3569161,1788,7,38,7
3491930,2295,8,38,7
2980901,2611,8,38,7
2970694,2700,8,38,7
1043850,2710,8,38,7
24781,3089,8,38,7
1061094,3632,8,38,7
1022036,2842,16,38,7
7026,3062,16,38,7
80093,3391,16,38,7
913434,3446,16,38,7
958258,3514,16,38,7
1133426,3693,16,38,7
54579,3259,22,38,7
3568136,2013,0,39,7
2970660,2691,0,39,7
1000300,2879,0,39,7
3567881,2121,8,39,7
3666689,2208,8,39,7
3492006,2318,8,39,7
3180472,2429,8,39,7
3112182,2507,8,39,7
2980918,2614,8,39,7
3567868,2116,3,40,7
2640926,4035,6,40,7
3099235,4259,6,40,7
3237920,4340,6,40,7
2329763,3840,7,40,7
2512756,3936,7,40,7
2732189,4099,7,40,7
2987634,4232,7,40,7
2980573,2532,8,40,7
24997,3141,8,40,7
3666652,2198,16,40,7
3598289,4624,18,40,7
3851334,4737,23,40,7
3415430,4488,24,40,7
3492140,2358,0,41,7
3184698,2444,0,41,7
2970570,2665,0,41,7
1001962,2707,0,41,7
3112218,2518,8,41,7
2980937,2620,8,41,7
39687,3173,5,42,7
3171506,2385,8,42,7
3112135,2492,8,42,7
2980673,2549,8,42,7
2970391,2640,8,42,7
1062451,2794,8,42,7
1000289,2850,8,42,7
995612,2927,8,42,7
445,2972,8,42,7
24916,3122,8,42,7
54761,3318,8,42,7
913453,3499,8,42,7
79971,3350,22,42,7
3851075,4654,2,43,7
54746,3314,6,43,7
2512853,3953,6,43,7
2653916,4052,6,43,7
2705352,4064,7,43,7
3112060,2449,8,43,7
3112060,2474,8,43,7
2980882,2605,8,43,7
2957577,2627,8,43,7
1080887,2773,8,43,7
997825,2813,8,43,7
1001770,2959,8,43,7
6228,3054,8,43,7
24922,3125,8,43,7
39850,3219,8,43,7
80081,3386,8,43,7
978228,3537,8,43,7
1055586,3615,8,43,7
913442,3469,16,43,7
1134410,3732,16,43,7
4098865,4822,23,43,7
2958771,2633,8,44,7
54563,3256,5,45,7
79953,3346,6,45,7
1126212,3682,6,45,7
2224803,3777,6,45,7
981590,2888,8,45,7
4185,3021,8,45,7
24798,3093,8,45,7
913448,3484,16,45,7
2329687,3836,16,45,7
3078,3007,0,46,7
24876,3111,8,47,7
80031,3374,16,47,7
39702,3177,24,47,7
54659,3286,24,47,7
39877,3225,0,48,7
913426,3423,6,48,7
79898,3328,8,48,7
958282,3517,8,48,7
54690,3296,22,48,7
3415477,4506,2,49,7
3598143,4540,2,49,7
3851287,4689,2,49,7
54647,3280,5,49,7
39578,3147,6,49,7
1063715,3636,6,49,7
1134481,3743,6,49,7
2329726,3846,6,49,7
2532370,3964,6,49,7
3099268,4271,6,49,7
2224808,3789,7,49,7
2705368,4070,7,49,7
913455,3505,8,49,7
1002456,3592,8,49,7
79874,3321,16,49,7
2640896,4024,16,49,7
2958638,4213,16,49,7
3084113,4249,6,52,7
3274393,4365,6,52,7
2918779,4166,8,52,7
1073456,3670,16,52,7
2732230,4128,16,52,7
3415528,4528,23,52,7
3851198,4692,23,52,7
3598395,4611,25,52,7
4098959,4768,26,52,7
2486389,3902,6,55,7
2587047,3984,6,55,7
3099246,4264,6,55,7
3274421,4372,7,55,7
2732275,4144,8,55,7
2933475,4176,16,55,7
3415493,4515,26,55,7
2653895,4045,6,53,7
2329810,3865,7,53,7
2224935,3822,8,53,7
1134351,3712,16,53,7
3415277,4420,18,53,7
3851338,4746,18,53,7
3598339,4598,24,53,7
4098885,4773,27,53,7
3415253,4411,5,54,7
2224788,3794,6,54,7
2329899,3892,6,54,7
2494559,3915,7,54,7
2732252,4137,8,54,7
2640908,4028,16,54,7
2958584,4197,16,54,7
3059305,4236,16,54,7
3274435,4377,16,54,7
4098927,4817,2,56,7
80003,3364,8,50,7
913424,3415,8,50,7
913428,3428,6,51,7
4008237,4,0,0,8
4008677,80,0,0,8
4008764,95,0,0,8
4009116,154,0,0,8
4009428,221,0,0,8
4009788,302,0,0,8
4010002,349,0,0,8
4010957,574,0,0,8
4011308,654,0,0,8
970894,3525,6,0,8
3117071,4280,6,0,8
3415541,4533,6,0,8
4009188,167,7,0,8
4010244,389,7,0,8
4010494,454,7,0,8
1134577,3748,7,0,8
4010651,497,8,0,8
4011460,693,8,0,8
3670624,1684,8,0,8
3564592,1709,8,0,8
3569068,1768,8,0,8
3568878,1875,8,0,8
3666698,2211,8,0,8
3492034,2327,8,0,8
3171357,2383,8,0,8
3112238,2524,8,0,8
2980867,2598,8,0,8
2970620,2680,8,0,8
1001963,2707,8,0,8
1021999,2826,8,0,8
987491,2911,8,0,8
4191,3022,8,0,8
24860,3107,8,0,8
54467,3229,16,0,8
79997,3362,16,0,8
1049129,3607,16,0,8
2653894,4044,16,0,8
2705363,4068,16,0,8
2987596,4225,16,0,8
39814,3209,22,0,8
3598169,4570,26,0,8
3851079,4655,26,0,8
4098799,4755,26,0,8
4008220,2,0,1,8
4008598,67,0,1,8
3568575,1966,0,1,8
3666640,2194,0,1,8
2980689,2554,0,1,8
1062388,2796,0,1,8
997833,2815,0,1,8
3185941,2274,8,1,8
3146310,2361,8,1,8
3112223,2519,8,1,8
2970490,2646,8,1,8
4008205,0,0,2,8
4008533,54,0,2,8
4011631,728,3,2,8
4008833,115,4,2,8
4009988,344,7,2,8
4008693,84,0,3,8
4009061,147,0,3,8
4009172,164,0,3,8
