FullDate,Season,PlayDay,DateKey
1978-04-09,1977,31,991
1978-04-15,1977,32,992
1978-04-16,1977,32,993
1978-04-23,1977,33,994
1978-04-30,1977,34,995
1978-08-30,1978,1,996
1978-09-02,1978,2,997
1978-09-03,1978,2,998
1978-09-06,1978,3,999
1978-09-09,1978,4,1000
1978-09-10,1978,4,1001
1978-09-23,1978,5,1002
1978-09-24,1978,5,1003
1978-09-30,1978,6,1004
1978-10-01,1978,6,1005
1978-10-03,1978,7,1006
1978-10-04,1978,7,1007
1978-10-05,1978,7,1008
1978-10-14,1978,8,1009
1978-10-15,1978,8,1010
1978-11-21,1978,8,1011
1978-10-21,1978,9,1012
1978-10-22,1978,9,1013
1978-10-25,1978,10,1014
1978-11-04,1978,11,1015
1978-11-05,1978,11,1016
1978-11-11,1978,12,1017
1978-11-12,1978,12,1018
1978-11-21,1978,12,1019
1978-11-18,1978,13,1020
1978-11-19,1978,13,1021
1978-11-25,1978,14,1022
1978-11-26,1978,14,1023
1978-12-01,1978,15,1024
1978-12-02,1978,15,1025
1978-12-03,1978,15,1026
1978-12-21,1978,15,1027
1978-12-09,1978,16,1028
1978-12-10,1978,16,1029
1978-12-15,1978,17,1030
1978-12-16,1978,17,1031
1978-12-17,1978,17,1032
1979-02-03,1978,18,1033
1979-02-10,1978,19,1034
1979-02-11,1978,19,1035
1979-02-17,1978,20,1036
1979-02-18,1978,20,1037
1979-03-03,1978,21,1038
1979-03-04,1978,21,1039
1979-03-10,1978,22,1040
1979-03-11,1978,22,1041
1979-03-14,1978,23,1042
1979-03-20,1978,23,1043
1979-03-17,1978,24,1044
1979-03-18,1978,24,1045
1979-03-31,1978,25,1046
1979-04-01,1978,25,1047
1979-04-04,1978,26,1048
1979-04-07,1978,27,1049
1979-04-08,1978,27,1050
1979-04-18,1978,28,1051
1979-04-21,1978,29,1052
1979-04-22,1978,29,1053
1979-04-28,1978,30,1054
1979-05-05,1978,31,1055
1979-05-06,1978,31,1056
1979-05-12,1978,32,1057
1979-05-13,1978,32,1058
1979-05-20,1978,33,1059
1979-05-27,1978,34,1060
1979-08-28,1979,1,1061
1979-08-29,1979,1,1062
1979-09-01,1979,2,1063
1979-09-02,1979,2,1064
1979-09-05,1979,3,1065
1979-09-08,1979,4,1066
1979-09-15,1979,5,1067
1979-09-16,1979,5,1068
1979-09-21,1979,6,1069
1979-09-22,1979,6,1070
1979-09-23,1979,6,1071
1979-09-29,1979,7,1072
1979-09-30,1979,7,1073
1979-10-06,1979,8,1074
1979-10-07,1979,8,1075
1979-10-13,1979,9,1076
1979-10-20,1979,10,1077
1979-10-21,1979,10,1078
1979-10-27,1979,11,1079
1979-10-28,1979,11,1080
1979-11-03,1979,12,1081
1979-11-04,1979,12,1082
1979-11-10,1979,13,1083
1979-11-11,1979,13,1084
1979-11-16,1979,14,1085
1979-11-17,1979,14,1086
1979-11-24,1979,15,1087
1979-11-25,1979,15,1088
1979-12-01,1979,16,1089
1979-12-02,1979,16,1090
1979-12-07,1979,17,1091
1979-12-08,1979,17,1092
1979-12-09,1979,17,1093
1980-01-05,1979,18,1094
1980-01-06,1979,18,1095
1980-02-06,1979,18,1096
1980-01-12,1979,19,1097
1980-01-13,1979,19,1098
1980-01-19,1979,20,1099
1980-01-20,1979,20,1100
1980-01-26,1979,21,1101
1980-01-27,1979,21,1102
1980-02-02,1979,22,1103
1980-02-03,1979,22,1104
1980-02-09,1979,23,1105
1980-02-10,1979,23,1106
1980-02-16,1979,24,1107
1980-02-17,1979,24,1108
1980-03-01,1979,25,1109
1980-03-02,1979,25,1110
1980-03-08,1979,26,1111
1980-03-09,1979,26,1112
1980-03-15,1979,27,1113
1980-03-16,1979,27,1114
1980-03-29,1979,28,1115
1980-03-30,1979,28,1116
1980-04-04,1979,29,1117
1980-04-05,1979,29,1118
1980-04-06,1979,29,1119
1980-04-08,1979,29,1120
1980-04-11,1979,30,1121
1980-04-12,1979,30,1122
1980-04-13,1979,30,1123
1980-04-19,1979,31,1124
1980-04-20,1979,31,1125
1980-04-26,1979,32,1126
1980-04-27,1979,32,1127
1980-05-03,1979,33,1128
1980-05-11,1979,34,1129
1980-08-26,1980,1,1130
1980-08-27,1980,1,1131
1980-09-03,1980,2,1132
1980-09-06,1980,3,1133
1980-09-07,1980,3,1134
1980-09-13,1980,4,1135
1980-09-14,1980,4,1136
1980-09-20,1980,5,1137
1980-09-21,1980,5,1138
1980-09-27,1980,6,1139
1980-09-28,1980,6,1140
1980-10-04,1980,7,1141
1980-10-05,1980,7,1142
1980-10-11,1980,8,1143
1980-10-18,1980,9,1144
1980-10-19,1980,9,1145
1980-10-25,1980,10,1146
1980-10-26,1980,10,1147
1980-11-08,1980,11,1148
1980-11-09,1980,11,1149
1980-11-14,1980,12,1150
1980-11-15,1980,12,1151
1980-11-22,1980,13,1152
1980-11-23,1980,13,1153
1980-11-29,1980,14,1154
1980-11-30,1980,14,1155
1980-12-21,1980,14,1156
1980-12-06,1980,15,1157
1980-12-07,1980,15,1158
1981-01-14,1980,15,1159
1980-12-13,1980,16,1160
1980-12-14,1980,16,1161
1981-01-10,1980,17,1162
1981-01-11,1980,17,1163
1981-01-17,1980,18,1164
1981-01-18,1980,18,1165
1981-01-24,1980,19,1166
1981-01-25,1980,19,1167
1981-01-31,1980,20,1168
1981-02-01,1980,20,1169
1981-02-07,1980,21,1170
1981-02-08,1980,21,1171
1981-02-13,1980,22,1172
1981-02-14,1980,22,1173
1981-02-28,1980,23,1174
1981-03-01,1980,23,1175
1981-03-03,1980,23,1176
1981-03-07,1980,24,1177
1981-03-08,1980,24,1178
1981-03-14,1980,25,1179
1981-03-15,1980,25,1180
1981-04-01,1980,25,1181
1981-03-20,1980,26,1182
1981-03-21,1980,26,1183
1981-03-28,1980,27,1184
1981-03-29,1980,27,1185
1981-04-04,1980,28,1186
1981-04-05,1980,28,1187
1981-04-11,1980,29,1188
1981-04-12,1980,29,1189
1981-04-15,1980,30,1190
1981-04-17,1980,30,1191
1981-04-18,1980,30,1192
1981-04-19,1980,30,1193
1981-04-20,1980,30,1194
1981-04-25,1980,31,1195
1981-05-02,1980,32,1196
1981-05-03,1980,32,1197
1981-05-10,1980,33,1198
1981-05-17,1980,34,1199
1981-08-18,1981,1,1200
1981-08-19,1981,1,1201
1981-10-10,1981,1,1202
1981-08-26,1981,2,1203
1981-10-28,1981,2,1204
1981-09-01,1981,3,1205
1981-09-02,1981,3,1206
1981-11-18,1981,3,1207
1981-09-12,1981,4,1208
1981-09-13,1981,4,1209
1981-09-19,1981,5,1210
1981-09-20,1981,5,1211
1981-09-26,1981,6,1212
1981-09-27,1981,6,1213
1981-10-03,1981,7,1214
1981-10-04,1981,7,1215
1981-10-07,1981,8,1216
1981-10-17,1981,9,1217
1981-10-18,1981,9,1218
1981-10-24,1981,10,1219
1981-10-25,1981,10,1220
1981-11-07,1981,11,1221
1981-11-08,1981,11,1222
1981-11-11,1981,12,1223
1981-11-14,1981,13,1224
1981-11-15,1981,13,1225
1981-11-21,1981,14,1226
1981-11-22,1981,14,1227
1981-11-29,1981,15,1228
1982-02-10,1981,15,1229
1981-12-05,1981,16,1230
1981-12-06,1981,16,1231
1982-01-06,1981,16,1232
1981-12-12,1981,17,1233
1981-12-13,1981,17,1234
1982-01-03,1981,17,1235
1982-01-06,1981,17,1236
1982-01-09,1981,18,1237
1982-01-10,1981,18,1238
1982-02-03,1981,18,1239
1982-02-17,1981,19,1240
1982-01-23,1981,20,1241
1982-01-24,1981,20,1242
1982-01-30,1981,21,1243
1982-01-31,1981,21,1244
1982-02-06,1981,22,1245
1982-02-07,1981,22,1246
1982-02-13,1981,23,1247
1982-02-14,1981,23,1248
1982-02-20,1981,24,1249
1982-02-21,1981,24,1250
1982-03-06,1981,25,1251
1982-03-07,1981,25,1252
1982-03-13,1981,26,1253
1982-03-14,1981,26,1254
1982-03-20,1981,27,1255
1982-03-21,1981,27,1256
1982-03-27,1981,28,1257
1982-03-28,1981,28,1258
1982-04-03,1981,29,1259
1982-04-04,1981,29,1260
1982-04-10,1981,30,1261
1982-04-11,1981,30,1262
1982-04-12,1981,30,1263
1982-04-14,1981,30,1264
1982-04-17,1981,31,1265
1982-04-18,1981,31,1266
1982-04-24,1981,32,1267
1982-04-25,1981,32,1268
1982-05-01,1981,33,1269
1982-05-08,1981,34,1270
1982-08-17,1982,1,1271
1982-08-18,1982,1,1272
1982-08-21,1982,2,1273
1982-08-22,1982,2,1274
1982-08-25,1982,3,1275
1982-09-01,1982,4,1276
1982-09-08,1982,4,1277
1982-09-04,1982,5,1278
1982-09-05,1982,5,1279
1982-09-11,1982,6,1280
1982-09-12,1982,6,1281
1982-09-18,1982,7,1282
1982-09-19,1982,7,1283
1982-09-25,1982,8,1284
1982-09-26,1982,8,1285
1982-10-09,1982,9,1286
1982-10-10,1982,9,1287
1982-10-16,1982,10,1288
1982-10-17,1982,10,1289
1982-10-23,1982,11,1290
1982-10-24,1982,11,1291
1982-11-06,1982,12,1292
1982-11-07,1982,12,1293
1982-11-13,1982,13,1294
1982-11-14,1982,13,1295
1982-11-20,1982,14,1296
1982-11-21,1982,14,1297
1982-11-27,1982,15,1298
1982-11-28,1982,15,1299
1982-12-04,1982,16,1300
1982-12-05,1982,16,1301
1982-12-19,1982,17,1302
1983-01-15,1982,18,1303
1983-01-16,1982,18,1304
1983-01-22,1982,19,1305
1983-01-23,1982,19,1306
1983-01-29,1982,20,1307
1983-01-30,1982,20,1308
1983-02-05,1982,21,1309
1983-02-06,1982,21,1310
1983-02-12,1982,22,1311
1983-02-13,1982,22,1312
1983-02-19,1982,23,1313
1983-02-20,1982,23,1314
1983-03-05,1982,24,1315
1983-03-06,1982,24,1316
1983-03-12,1982,25,1317
1983-03-13,1982,25,1318
1983-03-19,1982,26,1319
1983-03-20,1982,26,1320
1983-03-31,1982,27,1321
1983-04-01,1982,27,1322
1983-04-02,1982,27,1323
1983-04-03,1982,27,1324
1983-04-04,1982,27,1325
1983-04-09,1982,28,1326
1983-04-10,1982,28,1327
1983-04-15,1982,29,1328
1983-04-16,1982,29,1329
1983-04-17,1982,29,1330
1983-04-30,1982,30,1331
1983-05-01,1982,30,1332
1983-05-07,1982,31,1333
1983-05-08,1982,31,1334
1983-05-14,1982,32,1335
1983-05-15,1982,32,1336
1983-05-23,1982,33,1337
1983-05-27,1982,34,1338
1983-08-16,1983,1,1339
1983-08-17,1983,1,1340
1983-08-21,1983,2,1341
1983-08-23,1983,2,1342
1983-08-24,1983,2,1343
1983-08-30,1983,3,1344
1983-08-31,1983,3,1345
1983-09-03,1983,4,1346
1983-09-04,1983,4,1347
1983-09-06,1983,5,1348
1983-09-07,1983,5,1349
1983-09-10,1983,6,1350
1983-09-11,1983,6,1351
1983-09-17,1983,7,1352
1983-09-18,1983,7,1353
1983-09-22,1983,8,1354
1983-09-23,1983,8,1355
1983-09-24,1983,8,1356
1983-09-25,1983,8,1357
1983-10-01,1983,9,1358
1983-10-02,1983,9,1359
1983-10-15,1983,10,1360
1983-10-16,1983,10,1361
1983-10-22,1983,11,1362
1983-10-23,1983,11,1363
1983-11-12,1983,12,1364
1983-11-13,1983,12,1365
1983-11-19,1983,13,1366
1983-11-20,1983,13,1367
1983-11-26,1983,14,1368
1983-11-27,1983,14,1369
1983-12-03,1983,15,1370
1983-12-04,1983,15,1371
1983-12-10,1983,16,1372
1983-12-11,1983,16,1373
1983-12-16,1983,17,1374
1983-12-17,1983,17,1375
1983-12-18,1983,17,1376
1984-01-14,1983,18,1377
1984-01-15,1983,18,1378
1984-01-21,1983,19,1379
1984-01-22,1983,19,1380
1984-02-25,1983,19,1381
1984-01-28,1983,20,1382
1984-01-29,1983,20,1383
1984-02-04,1983,21,1384
1984-02-05,1983,21,1385
1984-02-11,1983,22,1386
1984-02-12,1983,22,1387
1984-02-18,1983,23,1388
1984-02-19,1983,23,1389
1984-03-03,1983,24,1390
1984-03-04,1983,24,1391
1984-03-10,1983,25,1392
1984-03-11,1983,25,1393
1984-03-14,1983,25,1394
1984-03-17,1983,26,1395
1984-03-18,1983,26,1396
1984-03-24,1983,27,1397
1984-03-25,1983,27,1398
1984-03-31,1983,28,1399
1984-04-01,1983,28,1400
1984-04-06,1983,29,1401
1984-04-07,1983,29,1402
1984-04-08,1983,29,1403
1984-04-14,1983,30,1404
1984-04-15,1983,30,1405
1984-04-20,1983,31,1406
1984-04-21,1983,31,1407
1984-04-22,1983,31,1408
1984-04-28,1983,32,1409
1984-04-29,1983,32,1410
1984-05-12,1983,33,1411
1984-05-19,1983,34,1412
1984-08-21,1984,1,1413
1984-08-22,1984,1,1414
1984-08-25,1984,2,1415
1984-08-29,1984,2,1416
1984-09-01,1984,3,1417
1984-09-08,1984,4,1418
1984-09-09,1984,4,1419
1984-09-15,1984,5,1420
1984-09-16,1984,5,1421
1984-09-22,1984,6,1422
1984-09-23,1984,6,1423
1984-09-29,1984,7,1424
1984-09-30,1984,7,1425
1984-10-06,1984,8,1426
1984-10-07,1984,8,1427
1984-10-13,1984,9,1428
1984-10-20,1984,10,1429
1984-10-21,1984,10,1430
1984-10-27,1984,11,1431
1984-10-28,1984,11,1432
1984-11-03,1984,12,1433
1984-11-04,1984,12,1434
1984-11-10,1984,13,1435
1984-11-11,1984,13,1436
1984-11-17,1984,14,1437
1984-11-18,1984,14,1438
1984-11-24,1984,15,1439
1984-11-25,1984,15,1440
1984-12-01,1984,16,1441
1984-12-02,1984,16,1442
1984-12-08,1984,17,1443
1984-12-09,1984,17,1444
1985-01-26,1984,18,1445
1985-01-27,1984,18,1446
1985-02-02,1984,19,1447
1985-02-03,1984,19,1448
1985-02-23,1984,20,1449
1985-02-24,1984,20,1450
1985-03-02,1984,21,1451
1985-03-03,1984,21,1452
1985-03-09,1984,22,1453
1985-03-10,1984,22,1454
1985-03-16,1984,23,1455
1985-03-17,1984,23,1456
1985-03-30,1984,24,1457
1985-03-31,1984,24,1458
1985-04-03,1984,25,1459
1985-04-06,1984,26,1460
1985-04-07,1984,26,1461
1985-04-08,1984,26,1462
1985-04-13,1984,27,1463
1985-04-14,1984,27,1464
1985-04-17,1984,28,1465
1985-04-20,1984,29,1466
1985-04-21,1984,29,1467
1985-05-04,1984,30,1468
1985-05-05,1984,30,1469
1985-05-11,1984,31,1470
1985-05-12,1984,31,1471
1985-05-16,1984,32,1472
1985-05-19,1984,33,1473
1985-05-25,1984,34,1474
1985-08-13,1985,1,1475
1985-08-14,1985,1,1476
1985-08-17,1985,2,1477
1985-08-18,1985,2,1478
1985-08-20,1985,3,1479
1985-08-21,1985,3,1480
1985-08-28,1985,4,1481
1985-08-31,1985,5,1482
1985-09-04,1985,6,1483
1985-09-05,1985,6,1484
1985-09-14,1985,7,1485
1985-09-15,1985,7,1486
1985-09-21,1985,8,1487
1985-09-22,1985,8,1488
1985-09-28,1985,9,1489
1985-09-29,1985,9,1490
1985-10-05,1985,10,1491
1985-10-06,1985,10,1492
1985-11-13,1985,11,1493
1985-11-14,1985,11,1494
1985-11-26,1985,11,1495
1985-10-19,1985,12,1496
1985-10-20,1985,12,1497
1985-10-26,1985,13,1498
1985-10-27,1985,13,1499
1985-11-09,1985,14,1500
1985-11-10,1985,14,1501
1986-01-04,1985,15,1502
1986-01-05,1985,15,1503
1986-02-12,1985,15,1504
1986-03-01,1985,15,1505
1986-03-12,1985,15,1506
1985-11-23,1985,16,1507
1985-11-24,1985,16,1508
1985-12-04,1985,16,1509
1985-11-30,1985,17,1510
1985-12-01,1985,17,1511
1985-12-07,1985,18,1512
1985-12-08,1985,18,1513
1985-12-14,1985,19,1514
1985-12-15,1985,19,1515
1985-12-21,1985,20,1516
1985-12-22,1985,20,1517
1986-01-11,1985,21,1518
1986-01-12,1985,21,1519
1986-01-22,1985,21,1520
1986-01-18,1985,22,1521
1986-01-19,1985,22,1522
1986-01-25,1985,23,1523
1986-01-26,1985,23,1524
1986-01-29,1985,23,1525
1986-02-26,1985,23,1526
1986-02-01,1985,24,1527
1986-02-02,1985,24,1528
1986-02-08,1985,25,1529
1986-02-09,1985,25,1530
1986-02-15,1985,26,1531
1986-02-16,1985,26,1532
1986-02-22,1985,27,1533
1986-02-23,1985,27,1534
1986-03-01,1985,27,1535
1986-04-01,1985,27,1536
1986-03-08,1985,28,1537
1986-03-09,1985,28,1538
1986-03-15,1985,29,1539
1986-03-16,1985,29,1540
1986-03-22,1985,30,1541
1986-03-23,1985,30,1542
1986-03-28,1985,31,1543
1986-03-29,1985,31,1544
1986-03-30,1985,31,1545
1986-03-31,1985,31,1546
1986-04-05,1985,32,1547
1986-04-06,1985,32,1548
1986-04-12,1985,33,1549
1986-04-13,1985,33,1550
1986-04-20,1985,34,1551
1986-08-30,1986,1,1552
1986-08-31,1986,1,1553
1986-09-04,1986,2,1554
1986-09-06,1986,2,1555
1986-09-07,1986,2,1556
1986-09-13,1986,3,1557
1986-09-14,1986,3,1558
1986-09-19,1986,4,1559
1986-09-20,1986,4,1560
1986-09-21,1986,4,1561
1986-09-27,1986,5,1562
1986-09-28,1986,5,1563
1986-10-04,1986,6,1564
1986-10-05,1986,6,1565
1986-10-11,1986,7,1566
1986-10-12,1986,7,1567
1986-10-18,1986,8,1568
1986-10-19,1986,8,1569
1986-10-25,1986,9,1570
1986-10-26,1986,9,1571
1986-11-08,1986,10,1572
1986-11-09,1986,10,1573
1986-11-15,1986,11,1574
1986-11-16,1986,11,1575
1986-11-22,1986,12,1576
1986-11-23,1986,12,1577
1986-11-29,1986,13,1578
1986-11-30,1986,13,1579
1986-12-03,1986,13,1580
1986-12-06,1986,14,1581
1986-12-07,1986,14,1582
1986-12-13,1986,15,1583
1986-12-14,1986,15,1584
1986-12-20,1986,16,1585
1986-12-21,1986,16,1586
1987-02-07,1986,17,1587
1987-02-08,1986,17,1588
1987-01-24,1986,18,1589
1987-01-25,1986,18,1590
1987-01-31,1986,19,1591
1987-02-01,1986,19,1592
1987-03-19,1986,19,1593
1987-02-14,1986,20,1594
1987-02-15,1986,20,1595
1987-04-07,1986,20,1596
1987-02-28,1986,21,1597
1987-03-01,1986,21,1598
1987-03-07,1986,22,1599
1987-03-08,1986,22,1600
1987-03-14,1986,23,1601
1987-03-15,1986,23,1602
1987-03-21,1986,24,1603
1987-03-22,1986,24,1604
1987-03-28,1986,25,1605
1987-03-29,1986,25,1606
1987-04-03,1986,26,1607
1987-04-04,1986,26,1608
1987-04-05,1986,26,1609
1987-04-11,1986,27,1610
1987-04-12,1986,27,1611
1987-04-17,1986,28,1612
1987-04-18,1986,28,1613
1987-04-19,1986,28,1614
1987-04-21,1986,28,1615
1987-04-25,1986,29,1616
1987-05-02,1986,30,1617
1987-05-03,1986,30,1618
1987-05-09,1986,31,1619
1987-05-10,1986,31,1620
1987-05-15,1986,32,1621
1987-05-16,1986,32,1622
1987-05-17,1986,32,1623
1987-05-23,1986,33,1624
1987-05-30,1986,34,1625
1987-05-31,1986,34,1626
1987-08-19,1987,1,1627
1987-08-22,1987,2,1628
1987-08-23,1987,2,1629
1987-08-26,1987,3,1630
1987-09-02,1987,4,1631
1987-09-05,1987,5,1632
1987-09-06,1987,5,1633
1987-09-12,1987,6,1634
1987-09-13,1987,6,1635
1987-09-19,1987,7,1636
1987-09-20,1987,7,1637
1987-09-26,1987,8,1638
1987-09-27,1987,8,1639
1987-10-03,1987,9,1640
1987-10-04,1987,9,1641
1987-10-10,1987,10,1642
1987-10-11,1987,10,1643
1987-10-17,1987,11,1644
1987-10-18,1987,11,1645
1987-10-24,1987,12,1646
1987-10-25,1987,12,1647
1987-11-07,1987,13,1648
1987-11-08,1987,13,1649
1987-12-02,1987,13,1650
1987-11-14,1987,14,1651
1987-11-15,1987,14,1652
1987-11-21,1987,15,1653
1987-11-22,1987,15,1654
1987-11-28,1987,16,1655
1987-11-29,1987,16,1656
1987-12-05,1987,17,1657
1987-12-06,1987,17,1658
1987-12-12,1987,18,1659
1987-12-13,1987,18,1660
1987-12-19,1987,19,1661
1987-12-20,1987,19,1662
1988-01-23,1987,20,1663
1988-01-24,1987,20,1664
1988-01-30,1987,21,1665
1988-01-31,1987,21,1666
1988-02-20,1987,22,1667
1988-02-21,1987,22,1668
1988-02-27,1987,23,1669
1988-02-28,1987,23,1670
1988-03-05,1987,24,1671
1988-03-06,1987,24,1672
1988-03-12,1987,25,1673
1988-03-13,1987,25,1674
1988-03-19,1987,26,1675
1988-03-20,1987,26,1676
1988-04-01,1987,27,1677
1988-04-02,1987,27,1678
1988-04-03,1987,27,1679
1988-04-04,1987,27,1680
1988-04-08,1987,28,1681
1988-04-09,1987,28,1682
1988-04-10,1987,28,1683
1988-04-16,1987,29,1684
1988-04-17,1987,29,1685
1988-04-23,1987,30,1686
1988-04-24,1987,30,1687
1988-04-30,1987,31,1688
1988-05-01,1987,31,1689
1988-05-07,1987,32,1690
1988-05-08,1987,32,1691
1988-05-14,1987,33,1692
1988-05-21,1987,34,1693
1988-08-13,1988,1,1694
1988-08-14,1988,1,1695
1988-08-17,1988,2,1696
1988-08-20,1988,3,1697
1988-08-21,1988,3,1698
1988-08-24,1988,4,1699
1988-08-31,1988,5,1700
1988-09-02,1988,6,1701
1988-09-03,1988,6,1702
1988-09-04,1988,6,1703
1988-09-10,1988,7,1704
1988-09-11,1988,7,1705
1988-09-17,1988,8,1706
1988-09-18,1988,8,1707
1988-09-21,1988,9,1708
1988-09-24,1988,10,1709
1988-09-25,1988,10,1710
1988-10-01,1988,11,1711
1988-10-02,1988,11,1712
1988-10-08,1988,12,1713
1988-10-09,1988,12,1714
1988-10-22,1988,13,1715
1988-10-23,1988,13,1716
1988-11-05,1988,14,1717
1988-11-06,1988,14,1718
1988-11-19,1988,15,1719
1988-11-20,1988,15,1720
1988-11-26,1988,16,1721
1988-11-27,1988,16,1722
1988-12-03,1988,17,1723
1988-12-04,1988,17,1724
1988-12-10,1988,18,1725
1988-12-11,1988,18,1726
1988-12-17,1988,19,1727
1988-12-18,1988,19,1728
1989-01-28,1988,20,1729
1989-01-29,1988,20,1730
1989-02-04,1988,21,1731
1989-02-05,1988,21,1732
1989-02-18,1988,22,1733
1989-02-19,1988,22,1734
1989-02-25,1988,23,1735
1989-02-26,1988,23,1736
1989-03-04,1988,24,1737
1989-03-05,1988,24,1738
1989-03-11,1988,25,1739
1989-03-12,1988,25,1740
1989-03-18,1988,26,1741
1989-03-19,1988,26,1742
1989-03-25,1988,27,1743
1989-03-26,1988,27,1744
1989-03-29,1988,28,1745
1989-04-01,1988,29,1746
1989-04-02,1988,29,1747
1989-04-08,1988,30,1748
1989-04-09,1988,30,1749
1989-04-15,1988,31,1750
1989-04-16,1988,31,1751
1989-04-22,1988,32,1752
1989-04-23,1988,32,1753
1989-05-06,1988,33,1754
1989-05-13,1988,34,1755
1989-08-16,1989,1,1756
1989-08-19,1989,2,1757
1989-08-20,1989,2,1758
1989-08-30,1989,3,1759
1989-09-08,1989,4,1760
1989-09-09,1989,4,1761
1989-09-10,1989,4,1762
1989-09-16,1989,5,1763
1989-09-17,1989,5,1764
1989-09-22,1989,6,1765
1989-09-23,1989,6,1766
1989-09-24,1989,6,1767
1989-09-30,1989,7,1768
1989-10-01,1989,7,1769
1989-10-07,1989,8,1770
1989-10-14,1989,9,1771
1989-10-15,1989,9,1772
1989-10-21,1989,10,1773
1989-11-04,1989,11,1774
1989-11-05,1989,11,1775
1989-11-11,1989,12,1776
1989-11-12,1989,12,1777
1989-11-18,1989,13,1778
1989-11-19,1989,13,1779
1989-11-25,1989,14,1780
1989-11-26,1989,14,1781
1989-12-02,1989,15,1782
1989-12-03,1989,15,1783
1989-12-13,1989,15,1784
1989-12-09,1989,16,1785
1989-12-10,1989,16,1786
1989-12-16,1989,17,1787
1989-12-17,1989,17,1788
1990-01-20,1989,18,1789
1990-01-21,1989,18,1790
1990-01-27,1989,19,1791
1990-01-28,1989,19,1792
1990-02-03,1989,20,1793
1990-02-04,1989,20,1794
1990-02-10,1989,21,1795
1990-02-11,1989,21,1796
1990-02-17,1989,22,1797
1990-02-18,1989,22,1798
1990-02-24,1989,23,1799
1990-02-25,1989,23,1800
1990-03-01,1989,24,1801
1990-03-02,1989,24,1802
1990-03-03,1989,24,1803
1990-03-04,1989,24,1804
1990-03-10,1989,25,1805
1990-03-11,1989,25,1806
1990-03-15,1989,26,1807
1990-03-17,1989,26,1808
1990-03-18,1989,26,1809
1990-03-24,1989,27,1810
1990-03-25,1989,27,1811
1990-03-31,1989,28,1812
1990-04-01,1989,28,1813
1990-04-07,1989,29,1814
1990-04-08,1989,29,1815
1990-04-14,1989,30,1816
1990-04-20,1989,31,1817
1990-04-21,1989,31,1818
1990-04-22,1989,31,1819
1990-04-28,1989,32,1820
1990-04-29,1989,32,1821
1990-05-05,1989,33,1822
1990-05-12,1989,34,1823
1990-08-17,1990,1,1824
1990-08-18,1990,1,1825
1990-08-19,1990,1,1826
1990-09-05,1990,1,1827
1990-09-06,1990,1,1828
1990-09-08,1990,1,1829
1990-08-22,1990,2,1830
1990-09-05,1990,2,1831
1990-09-26,1990,2,1832
1990-08-29,1990,3,1833
1990-09-26,1990,3,1834
1990-09-01,1990,4,1835
1990-09-02,1990,4,1836
1990-09-15,1990,5,1837
1990-09-16,1990,5,1838
1990-09-21,1990,6,1839
1990-09-22,1990,6,1840
1990-09-23,1990,6,1841
1990-09-29,1990,7,1842
1990-09-30,1990,7,1843
1990-10-05,1990,8,1844
1990-10-06,1990,8,1845
1990-10-07,1990,8,1846
1990-10-10,1990,9,1847
1990-10-11,1990,9,1848
1990-10-20,1990,10,1849
1990-10-21,1990,10,1850
1990-11-02,1990,11,1851
1990-11-03,1990,11,1852
1990-11-04,1990,11,1853
1990-11-10,1990,12,1854
1990-11-11,1990,12,1855
1990-11-13,1990,13,1856
1990-11-14,1990,13,1857
1990-11-17,1990,14,1858
1990-11-18,1990,14,1859
1990-11-23,1990,15,1860
1990-11-24,1990,15,1861
1990-11-25,1990,15,1862
1990-12-01,1990,16,1863
1990-12-02,1990,16,1864
1990-12-07,1990,17,1865
1990-12-08,1990,17,1866
1990-12-09,1990,17,1867
1990-12-14,1990,18,1868
1990-12-15,1990,18,1869
1990-12-16,1990,18,1870
1991-01-11,1990,19,1871
1991-01-12,1990,19,1872
1991-01-13,1990,19,1873
1991-01-18,1990,20,1874
1991-01-19,1990,20,1875
1991-01-20,1990,20,1876
1991-01-22,1990,20,1877
1991-02-06,1990,20,1878
1991-01-26,1990,21,1879
1991-01-27,1990,21,1880
1991-02-02,1990,22,1881
1991-02-03,1990,22,1882
1991-03-09,1990,23,1883
1991-03-10,1990,23,1884
1991-03-24,1990,24,1885
1991-04-12,1990,24,1886
1991-04-13,1990,24,1887
1991-04-14,1990,24,1888
1991-02-22,1990,25,1889
1991-02-23,1990,25,1890
1991-02-24,1990,25,1891
1991-03-01,1990,26,1892
1991-03-02,1990,26,1893
1991-03-03,1990,26,1894
1991-03-15,1990,27,1895
1991-03-16,1990,27,1896
1991-03-17,1990,27,1897
1991-03-30,1990,28,1898
1991-03-31,1990,28,1899
1991-04-01,1990,28,1900
1991-04-06,1990,29,1901
1991-04-07,1990,29,1902
1991-04-19,1990,30,1903
1991-04-20,1990,30,1904
1991-04-21,1990,30,1905
1991-04-26,1990,30,1906
1991-05-04,1990,31,1907
1991-05-05,1990,31,1908
1991-05-10,1990,32,1909
1991-05-11,1990,32,1910
1991-05-12,1990,32,1911
1991-05-19,1990,33,1912
1991-05-26,1990,34,1913
1991-08-16,1991,1,1914
1991-08-17,1991,1,1915
1991-08-18,1991,1,1916
1991-08-21,1991,2,1917
1991-08-28,1991,3,1918
1991-11-13,1991,3,1919
1991-08-31,1991,4,1920
1991-09-01,1991,4,1921
1991-09-06,1991,5,1922
