MatchKey,GoalTimeRelative,IsHomeTeamGoal,GoalKey
4009267,50,1,428
4009267,69,1,429
4009267,72,1,430
4009277,14,0,431
4009277,31,0,432
4009277,65,0,433
4009277,85,0,434
4009323,42,1,435
4009323,68,1,436
4009323,85,1,437
4009396,3,1,438
4009396,23,1,439
4009396,27,1,440
4009396,47,1,441
4009396,48,1,442
4009396,58,1,443
4009396,62,1,444
4009396,79,1,445
4009396,83,0,446
4009404,18,0,447
4009404,17,1,448
4009404,56,1,449
4009404,73,1,450
4009405,4,1,451
4009405,70,1,452
4009405,18,0,453
4009403,9,1,454
4009403,88,1,455
4009403,37,0,456
4009403,82,0,457
4009406,30,1,458
4009406,80,1,459
4009406,55,0,460
4009407,9,1,461
4009407,31,1,462
4009407,43,1,463
4009407,50,1,464
4009407,87,1,465
4009408,12,0,466
4009410,77,1,467
4009410,88,1,468
4009410,47,0,469
4009411,77,1,470
4009412,78,0,471
4009412,20,1,472
4009414,63,0,473
4009414,73,0,474
4009414,43,1,475
4009415,16,0,476
4009415,66,0,477
4009415,85,0,478
4009415,58,1,479
4009413,22,0,480
4009413,82,0,481
4009419,15,1,482
4009420,31,1,483
4009421,10,1,484
4009421,56,1,485
4009421,83,1,486
4009428,8,1,487
4009428,82,1,488
4009435,42,1,489
4009435,55,1,490
4009443,83,0,491
4009453,30,1,492
4009453,73,1,493
4009453,86,1,494
4009512,31,0,495
4009512,73,0,496
4009462,39,1,497
4009462,40,1,498
4009477,15,1,499
4009477,47,1,500
4009477,62,1,501
4009477,63,1,502
4009477,73,1,503
4009477,89,1,504
4009486,2,0,505
4009486,8,0,506
4009486,56,0,507
4009486,65,0,508
4009486,71,0,509
4009494,24,1,510
4009494,27,1,511
4009494,59,0,512
4009503,34,1,513
4009503,46,1,514
4009503,77,1,515
4009503,21,0,516
4009503,22,0,517
4009503,27,0,518
4009503,63,0,519
4009503,66,0,520
4009503,74,0,521
4009503,86,0,522
4009622,17,0,523
4009622,42,0,524
4009517,6,0,525
4009525,31,1,526
4009525,40,1,527
4009525,50,1,528
4009525,56,1,529
4009525,62,1,530
4009525,78,1,531
4009525,87,1,532
4009525,61,0,533
4009534,41,0,534
4009534,47,0,535
4009534,68,0,536
4009540,5,1,537
4009540,29,1,538
4009540,53,1,539
4009540,70,1,540
4009540,74,1,541
4009540,85,1,542
4009547,40,0,543
4009547,63,0,544
4009547,84,0,545
4009554,9,0,546
4009554,66,1,547
4009562,13,1,548
4009578,35,0,549
4009578,62,0,550
4009578,15,1,551
4009578,56,1,552
4009586,67,1,553
4009586,83,0,554
4009595,8,0,555
4009595,35,0,556
4009595,55,0,557
4009602,29,1,558
4009602,53,1,559
4009602,55,1,560
4009602,75,1,561
4009611,16,1,562
4009611,49,0,563
4009629,29,0,564
4009629,60,1,565
4009629,73,1,566
4009635,10,1,567
4009635,12,1,568
4009635,18,1,569
4009635,20,1,570
4009635,35,1,571
4009635,45,1,572
4009635,56,1,573
4009635,57,1,574
4009635,70,1,575
4009635,71,1,576
4009635,79,1,577
4009635,85,1,578
4009643,5,0,579
4009643,54,0,580
4009643,4,1,581
4009643,74,1,582
4009643,81,1,583
4009644,39,0,584
4009644,7,1,585
4009645,35,0,586
4009646,46,1,587
4009646,54,1,588
4009646,61,1,589
4009646,86,1,590
4009646,68,0,591
4009647,19,1,592
4009647,20,0,593
4009647,30,0,594
4009647,33,0,595
4009648,7,1,596
4009648,52,1,597
4009648,68,1,598
4009648,83,0,599
4009649,60,1,600
4009649,84,0,601
4009650,64,1,602
4009650,88,1,603
4009651,20,1,604
4009651,39,1,605
4009651,40,0,606
4009651,66,0,607
4009652,10,1,608
4009652,87,1,609
4009652,89,1,610
4009652,47,0,611
4009653,19,1,612
4009653,63,1,613
4009653,80,1,614
4009653,73,0,615
4009654,60,0,616
4009654,76,1,617
4009655,52,0,618
4009655,68,0,619
4009655,33,1,620
4009655,35,1,621
4009655,42,1,622
4009655,60,1,623
4009656,10,1,624
4009656,71,1,625
4009656,17,0,626
4009656,52,0,627
4009658,84,0,628
4009658,33,1,629
4009658,36,1,630
4009657,58,0,631
4009657,78,0,632
4009657,16,1,633
4009660,17,1,634
4009660,40,1,635
4009660,75,1,636
4009660,81,1,637
4009660,2,0,638
4009660,36,0,639
4009659,19,1,640
4009659,80,1,641
4009659,86,1,642
4009659,13,0,643
4009659,51,0,644
4009661,45,1,645
4009661,24,0,646
4009661,62,0,647
4009662,38,1,648
4009662,66,1,649
4009663,37,1,650
4009664,52,1,651
4009664,67,0,652
4009665,2,0,653
4009665,120,1,654
4009666,45,1,655
4009668,70,0,656
4009668,20,1,657
4009668,61,1,658
4009669,12,0,659
4009669,75,0,660
4009669,30,1,661
4009669,56,1,662
4009670,27,1,663
4009670,40,1,664
4009670,85,1,665
4009670,87,1,666
4009671,32,0,667
4009671,63,0,668
4009671,70,0,669
4009671,77,0,670
4009671,64,1,671
4009674,75,0,672
4009674,12,1,673
4009674,70,1,674
4009676,69,0,675
4009676,82,0,676
4009677,20,0,677
4009677,75,1,678
4009679,50,1,679
4009679,74,1,680
4009681,38,1,681
4009681,40,1,682
4009681,86,1,683
4009682,36,0,684
4009684,90,1,685
4009684,6,0,686
4009684,12,0,687
4009684,38,0,688
4009685,11,0,689
4009685,80,0,690
4009685,55,1,691
4009686,34,0,692
4009686,27,1,693
4009686,44,1,694
4009686,85,1,695
4009687,5,1,696
4009687,85,1,697
4009687,35,0,698
4009687,71,0,699
4009688,53,0,700
4009689,67,1,701
4009689,87,1,702
4009690,17,0,703
4009690,77,0,704
4009691,47,1,705
4009691,51,1,706
4009691,86,1,707
4009692,17,1,708
4009692,43,1,709
4009692,54,1,710
4009692,87,1,711
4009692,3,0,712
4009692,67,0,713
4009692,70,0,714
4009693,33,0,715
4009693,88,0,716
4009694,30,1,717
4009694,87,1,718
4009695,46,1,719
4009695,67,1,720
4009695,81,1,721
4009695,87,1,722
4009696,74,1,723
4009697,51,1,724
4009698,10,1,725
4009698,46,1,726
4009698,80,1,727
4009699,20,1,728
4009699,47,1,729
4009700,30,0,730
4009700,60,1,731
4009701,23,0,732
4009701,27,1,733
4009701,40,1,734
4009703,61,0,735
4009704,36,0,736
4009704,64,0,737
4009704,4,1,738
4009704,77,1,739
4009705,41,0,740
4009705,50,0,741
4009705,42,1,742
4009706,46,1,743
4009706,68,1,744
4009706,75,1,745
4009706,10,0,746
4009707,58,1,747
4009708,15,1,748
4009708,70,1,749
4009709,75,1,750
4009709,80,1,751
4009711,20,1,752
4009711,86,0,753
4009712,5,1,754
4009712,28,0,755
4009715,31,1,756
4009716,26,0,757
4009716,33,0,758
4009716,47,0,759
4009716,54,0,760
4009716,55,0,761
4009716,60,0,762
4009716,87,0,763
4009718,41,1,764
4009718,70,1,765
4009718,72,1,766
4009718,4,0,767
4009718,16,0,768
4009718,27,0,769
4009718,32,0,770
4009718,44,0,771
4009718,51,0,772
4009719,52,0,773
4009719,89,0,774
4009719,6,1,775
4009719,88,1,776
4009720,5,1,777
4009720,53,1,778
4009720,67,1,779
4009720,51,0,780
4009721,16,0,781
4009721,42,0,782
4009721,55,0,783
4009721,41,1,784
4009721,47,1,785
4009722,16,0,786
4009722,72,1,787
4009723,40,1,788
4009723,50,1,789
4009723,14,0,790
4009723,35,0,791
4009724,43,1,792
4009724,57,1,793
4009724,59,1,794
4009724,15,0,795
4009724,32,0,796
4009725,87,1,797
4009726,40,1,798
4009726,55,1,799
4009726,57,1,800
4009726,76,1,801
4009726,6,0,802
4009726,25,0,803
4009727,30,1,804
4009727,44,1,805
4009727,51,1,806
4009727,60,1,807
4009728,9,1,808
4009728,61,1,809
4009728,65,1,810
4009728,75,0,811
4009729,4,1,812
4009729,30,1,813
4009729,75,1,814
4009729,77,1,815
4009730,82,1,816
4009730,6,0,817
4009730,80,0,818
4009731,60,1,819
4009731,72,1,820
4009731,74,1,821
4009731,79,1,822
4009732,28,0,823
4009732,47,0,824
4009732,72,0,825
4009733,25,0,826
4009734,40,1,827
4009735,66,0,828
4009736,38,0,829
4009736,42,0,830
4009736,57,0,831
4009736,72,1,832
4009738,85,0,833
4009739,47,1,834
4009739,66,1,835
4009739,73,1,836
4009739,86,1,837
4009739,89,1,838
4009740,32,1,839
4009740,39,0,840
4009740,43,0,841
4009741,54,1,842
4009741,90,0,843
4009742,75,0,844
4009742,54,1,845
4009743,21,0,846
4009743,43,1,847
4009744,27,1,848
4009744,37,1,849
4009744,35,0,850
4009754,28,1,851
4009754,62,1,852
4009754,79,1,853
4009745,70,0,854
4009745,60,1,855
4009746,23,0,856
4009746,29,0,857
4009746,62,0,858
4009746,68,0,859
4009746,76,0,860
4009746,85,0,861
4009746,89,0,862
4009747,41,0,863
4009747,45,0,864
4009747,60,0,865
4009747,17,1,866
4009747,53,1,867
4009747,58,1,868
4009747,65,1,869
4009747,77,1,870
4009748,17,0,871
4009748,35,0,872
4009748,10,1,873
4009748,14,1,874
4009749,19,1,875
4009749,64,1,876
4009750,59,1,877
4009750,65,1,878
4009750,62,0,879
4009751,45,1,880
4009751,76,0,881
4009751,85,0,882
4009752,29,1,883
4009884,40,0,884
4009884,11,1,885
4009884,19,1,886
4009884,65,1,887
4009885,30,1,888
4009883,15,0,889
4009883,38,0,890
4009883,87,0,891
4009883,37,1,892
4009883,55,1,893
4009887,72,1,894
4009888,55,1,895
4009888,13,0,896
4009890,73,0,897
4009890,21,1,898
4009886,5,1,899
4009886,23,1,900
4009886,83,1,901
4009886,52,0,902
4009889,57,0,903
4009889,76,0,904
4009889,78,0,905
4009889,80,0,906
4009889,68,1,907
4009892,30,1,908
4009892,85,1,909
4009893,2,0,910
4009893,7,1,911
4009893,30,1,912
4009893,49,1,913
4009893,66,1,914
4009893,85,1,915
4009894,55,1,916
4009894,75,0,917
4009895,20,1,918
4009895,43,1,919
4009895,68,1,920
4009895,70,1,921
4009895,8,0,922
4009895,57,0,923
4009896,21,1,924
4009896,23,1,925
4009897,3,1,926
4009897,44,1,927
4009898,7,1,928
4009898,30,1,929
4009898,35,1,930
4009898,40,1,931
4009898,70,1,932
4009898,61,0,933
4009898,84,0,934
4009899,52,0,935
4009899,87,0,936
4009899,16,1,937
4009899,86,1,938
4009900,4,0,939
4009900,67,0,940
4009900,68,0,941
4009900,1,1,942
4009901,14,1,943
4009901,53,1,944
4009901,8,0,945
4009901,41,0,946
4009901,47,0,947
4009901,77,0,948
4009901,88,0,949
4009903,7,1,950
4009903,58,0,951
4009905,3,1,952
4009905,57,1,953
4009905,17,0,954
4009906,48,1,955
4009906,49,1,956
4009906,60,1,957
4009906,17,0,958
4009907,21,1,959
4009907,35,1,960
4009907,36,1,961
4009907,55,1,962
4009907,83,1,963
4009908,15,1,964
4009908,59,1,965
4009908,3,0,966
4009908,88,0,967
4009909,16,0,968
4009911,19,1,969
4009911,27,1,970
4009911,43,1,971
4009911,63,1,972
4009911,2,0,973
4009911,18,0,974
4009911,35,0,975
4009912,40,1,976
4009913,31,0,977
4009913,25,1,978
4009913,34,1,979
4009913,47,1,980
4010123,38,0,981
4010123,68,0,982
4010123,26,1,983
4010123,81,1,984
4010124,11,1,985
4010124,24,1,986
4010124,35,1,987
4010124,41,1,988
4010124,73,1,989
4010124,23,0,990
4010125,11,0,991
4010125,10,1,992
4010125,58,1,993
4010126,62,1,994
4010126,68,1,995
4010127,53,0,996
4010127,18,1,997
4010127,43,1,998
4010127,81,1,999
4010128,23,0,1000
4010128,43,0,1001
4010128,80,1,1002
4010129,19,1,1003
4010129,14,0,1004
4010130,15,0,1005
4010130,18,0,1006
4010130,20,0,1007
4010130,36,0,1008
4010130,79,1,1009
4010131,11,0,1010
4010131,47,0,1011
4010131,61,0,1012
4010132,25,1,1013
4010132,70,1,1014
4010132,5,0,1015
4010133,62,0,1016
4010133,80,0,1017
4010133,82,0,1018
4010133,36,1,1019
4010133,76,1,1020
4010134,14,1,1021
4010135,4,1,1022
4010135,54,1,1023
4010135,70,1,1024
4010136,23,0,1025
4010136,7,1,1026
4010136,28,1,1027
4010137,18,1,1028
4010137,61,1,1029
4010138,70,1,1030
4010138,8,0,1031
4010139,25,1,1032
4010139,27,1,1033
4010139,65,1,1034
4010139,75,1,1035
4010139,81,1,1036
4010139,84,1,1037
4010139,87,1,1038
4010140,22,1,1039
4010140,47,1,1040
4010140,52,1,1041
4010140,69,1,1042
4010141,6,0,1043
4010141,4,1,1044
4010141,28,1,1045
4010141,46,1,1046
4010141,67,1,1047
4010141,74,1,1048
4010142,24,0,1049
4010142,30,0,1050
4010142,85,0,1051
4010143,52,0,1052
4010143,66,0,1053
4010143,79,0,1054
4010143,15,1,1055
4010143,48,1,1056
4010143,69,1,1057
4010144,87,0,1058
4010144,20,1,1059
4010144,42,1,1060
4010144,73,1,1061
4010145,83,1,1062
4010145,59,0,1063
4010146,8,0,1064
4010146,65,1,1065
4010148,34,0,1066
4010148,55,0,1067
4010148,59,0,1068
4010148,75,0,1069
4010148,88,0,1070
4010149,73,1,1071
4010151,53,1,1072
4010151,74,1,1073
4010151,77,1,1074
4010151,5,0,1075
4010151,51,0,1076
4010151,67,0,1077
4010152,44,1,1078
4010152,65,1,1079
4010152,25,0,1080
4010152,36,0,1081
4010157,38,0,1082
4010157,43,0,1083
4010157,56,0,1084
4010157,54,1,1085
4010157,80,1,1086
4010157,81,1,1087
4010288,14,1,1088
4010288,29,1,1089
4010288,30,1,1090
4010288,50,1,1091
4010288,52,1,1092
4010288,55,1,1093
4010288,65,1,1094
4010288,78,1,1095
4010288,85,1,1096
4010288,36,0,1097
4010288,77,0,1098
4010364,19,0,1099
4010364,22,0,1100
4010364,78,0,1101
4010364,80,1,1102
4010363,35,1,1103
4010363,55,1,1104
4010363,60,1,1105
4010365,29,1,1106
4010365,47,0,1107
4010366,35,0,1108
4010367,56,1,1109
4010367,51,0,1110
4010368,28,0,1111
4010368,30,0,1112
4010368,68,1,1113
4010369,9,1,1114
4010369,16,1,1115
4010370,47,0,1116
4010370,72,0,1117
4010371,25,0,1118
4010372,18,1,1119
4010374,5,0,1120
4010375,10,1,1121
4010375,25,1,1122
4010375,50,0,1123
4010376,17,0,1124
4010376,21,1,1125
4010376,25,1,1126
4010376,52,1,1127
4010377,42,1,1128
4010377,51,1,1129
4010377,53,1,1130
4010377,57,1,1131
4010378,19,1,1132
4010378,62,0,1133
4010379,2,1,1134
4010379,80,1,1135
4010379,83,1,1136
4010379,86,1,1137
4010380,20,0,1138
4010380,27,0,1139
4010380,74,0,1140
4010381,79,0,1141
4010381,35,1,1142
4010382,42,0,1143
4010382,62,0,1144
4010382,74,0,1145
4010382,89,1,1146
4010383,60,0,1147
4010383,21,1,1148
4010383,42,1,1149
4010383,48,1,1150
4010384,83,0,1151
4010387,53,1,1152
4010387,60,1,1153
4010387,88,1,1154
4010388,51,1,1155
4010388,80,1,1156
4010388,53,0,1157
4010389,49,0,1158
4010389,50,0,1159
4010389,80,0,1160
4010389,78,1,1161
4010390,23,1,1162
4010390,70,1,1163
4010390,90,1,1164
4010390,10,0,1165
4010390,85,0,1166
4010391,26,1,1167
4010391,30,1,1168
4010391,51,1,1169
4010391,57,1,1170
4010391,74,1,1171
4010391,31,0,1172
4010392,20,1,1173
4010392,32,1,1174
4010392,48,0,1175
4010392,63,0,1176
4010393,59,0,1177
4010394,28,1,1178
4010394,41,1,1179
4010394,18,0,1180
4010394,29,0,1181
4010395,28,1,1182
4010395,69,1,1183
4010396,37,0,1184
4010396,43,0,1185
4010396,30,1,1186
4010397,43,0,1187
4010397,65,0,1188
4010397,77,1,1189
4010398,13,1,1190
4010398,22,1,1191
4010398,26,1,1192
4010398,28,1,1193
4010398,60,1,1194
4010398,72,1,1195
4010398,78,1,1196
4010398,38,0,1197
4010399,75,0,1198
4010399,78,0,1199
4010399,21,1,1200
4010399,56,1,1201
4010399,68,1,1202
4010399,76,1,1203
4010399,80,1,1204
4010400,30,1,1205
4010400,62,1,1206
4010400,64,1,1207
4010400,78,1,1208
4010401,1,1,1209
4010401,20,1,1210
4010401,30,1,1211
4010401,86,1,1212
4010402,55,0,1213
4010402,25,1,1214
4010402,41,1,1215
4010405,65,1,1216
4010406,50,1,1217
4010406,79,1,1218
4010407,48,1,1219
4010407,65,0,1220
4010408,33,1,1221
4010408,40,0,1222
4010409,69,1,1223
4010409,71,1,1224
4010410,89,1,1225
4010412,49,0,1226
4010412,51,0,1227
4010412,9,1,1228
4010412,17,1,1229
4010482,70,1,1230
4010483,82,1,1231
4010484,44,0,1232
4010484,52,0,1233
4010484,71,0,1234
4010484,88,0,1235
4010486,43,0,1236
4010486,86,0,1237
4010413,19,0,1238
4010413,28,1,1239
4010414,17,1,1240
4010414,80,1,1241
4010414,59,0,1242
4010415,40,1,1243
4010415,46,1,1244
4010415,70,1,1245
4010415,77,1,1246
4010416,31,1,1247
4010416,59,0,1248
4010417,20,1,1249
4010417,33,1,1250
4010417,75,0,1251
4010418,32,1,1252
4010418,65,1,1253
4010418,88,1,1254
4010419,9,0,1255
4010419,42,0,1256
4010419,47,0,1257
4010419,75,0,1258
4010420,50,1,1259
4010420,64,1,1260
4010420,13,0,1261
4010434,12,1,1262
4010434,40,1,1263
4010434,42,1,1264
4010434,49,1,1265
4010434,52,1,1266
4010434,62,1,1267
4010434,68,1,1268
4010434,74,1,1269
4010434,85,1,1270
4010579,4,1,1271
4010579,9,1,1272
4010579,22,1,1273
4010579,32,1,1274
4010579,63,1,1275
4010579,65,1,1276
4010579,68,1,1277
4010579,75,1,1278
4010603,65,1,1279
4010603,67,1,1280
4010603,76,1,1281
4010604,56,1,1282
4010604,81,1,1283
4010605,85,0,1284
4010606,28,1,1285
4010606,45,1,1286
4010606,66,1,1287
4010608,19,1,1288
4010608,30,1,1289
4010608,58,1,1290
4010610,10,1,1291
4010610,54,1,1292
4010610,20,0,1293
4010611,8,1,1294
4010611,13,1,1295
4010611,67,1,1296
4010611,83,1,1297
4010612,6,1,1298
4010612,23,1,1299
4010612,59,1,1300
4010612,84,1,1301
4010614,44,0,1302
4010614,16,1,1303
4010615,1,0,1304
4010615,5,1,1305
4010616,86,0,1306
4010616,48,1,1307
4010617,25,0,1308
4010618,83,1,1309
4010618,87,1,1310
4010619,65,1,1311
4010620,26,1,1312
4010620,75,1,1313
4010620,55,0,1314
4010621,4,1,1315
4010621,41,1,1316
4010621,49,1,1317
4010621,63,1,1318
4010621,72,1,1319
4010621,76,1,1320
4010623,62,1,1321
4010624,64,1,1322
4010624,11,0,1323
4010625,40,0,1324
4010625,11,1,1325
4010625,25,1,1326
4010626,20,1,1327
4010626,41,1,1328
4010622,4,1,1329
4010622,34,1,1330
4010622,38,1,1331
4010622,79,1,1332
4010627,54,0,1333
4010627,56,0,1334
4010627,74,1,1335
4010629,66,0,1336
4010629,43,1,1337
4010631,2,1,1338
4010631,25,1,1339
4010631,120,1,1340
4010632,21,0,1341
4010632,33,0,1342
4010633,46,0,1343
4010633,74,0,1344
4010633,30,1,1345
4010633,68,1,1346
4010634,41,0,1347
4010634,56,0,1348
4010634,60,0,1349
4010635,70,0,1350
4010635,6,1,1351
4010635,15,1,1352
4010635,39,1,1353
