MatchKey,GoalTimeRelative,IsHomeTeamGoal,GoalKey
3987267,64,0,7704
3987267,86,0,7705
3987267,43,1,7706
3987268,46,0,7707
3987268,48,0,7708
3987268,78,0,7709
3987268,79,1,7710
3987269,40,0,7711
3987269,77,0,7712
3987269,83,0,7713
3987271,7,0,7714
3987271,20,0,7715
3987272,9,1,7716
3987272,61,1,7717
3987272,10,0,7718
3987272,66,0,7719
3987273,88,0,7720
3987273,24,1,7721
3987274,53,1,7722
3987274,77,1,7723
3987275,23,0,7724
3987276,34,0,7725
3987277,57,0,7726
3987277,61,0,7727
3987277,78,0,7728
3987277,46,1,7729
3987278,12,1,7730
3987278,20,1,7731
3987278,81,1,7732
3987278,64,0,7733
3987279,34,1,7734
3987279,36,1,7735
3987279,60,0,7736
3987280,34,1,7737
3987280,40,1,7738
3987280,74,1,7739
3987280,83,1,7740
3987281,68,0,7741
3987281,81,0,7742
3987282,3,1,7743
3987282,57,1,7744
3987282,87,1,7745
3987282,66,0,7746
3987283,16,1,7747
3987283,73,1,7748
3987283,88,1,7749
3987284,25,0,7750
3987284,39,0,7751
3987284,1,1,7752
3987284,6,1,7753
3987284,62,1,7754
3987285,45,1,7755
3987286,46,0,7756
3987286,20,1,7757
3987286,21,1,7758
3987288,37,0,7759
3987288,28,1,7760
3987288,73,1,7761
3987289,35,0,7762
3987290,65,0,7763
3987290,88,0,7764
3987290,89,0,7765
3987291,26,0,7766
3987291,42,0,7767
3987291,75,0,7768
3987291,77,0,7769
3987292,37,1,7770
3987293,55,0,7771
3987293,34,1,7772
3987295,9,1,7773
3987296,47,1,7774
3987296,64,0,7775
3987296,69,0,7776
3987297,89,1,7777
3987298,9,1,7778
3987298,28,1,7779
3987298,56,1,7780
3987298,63,1,7781
3987298,65,1,7782
3987298,68,1,7783
3987298,76,1,7784
3987298,87,1,7785
3987299,76,0,7786
3987299,15,1,7787
3987299,80,1,7788
3987300,58,1,7789
3987300,80,1,7790
3987300,82,1,7791
3987301,16,1,7792
3987301,40,1,7793
3987301,41,1,7794
3987301,56,1,7795
3987301,80,1,7796
3987301,89,1,7797
3987302,40,1,7798
3987302,66,1,7799
3987302,67,1,7800
3987305,80,0,7801
3987305,65,1,7802
3987307,66,1,7803
3987308,47,1,7804
3987308,58,0,7805
3987309,74,1,7806
3987310,1,1,7807
3987310,7,1,7808
3987310,60,1,7809
3987310,77,1,7810
3987310,59,0,7811
3987306,78,1,7812
3987311,40,1,7813
3987311,89,1,7814
3987311,61,0,7815
3987311,70,0,7816
3987312,18,0,7817
3987312,31,1,7818
3987312,90,1,7819
3987313,5,1,7820
3987313,79,1,7821
3987314,35,1,7822
3987314,81,1,7823
3987314,7,0,7824
3987314,19,0,7825
3987314,70,0,7826
3987314,72,0,7827
3987315,18,0,7828
3987315,47,1,7829
3987315,57,1,7830
3987315,69,1,7831
3987315,71,1,7832
3987317,63,0,7833
3987317,6,1,7834
3987317,64,1,7835
3987318,79,1,7836
3987319,14,1,7837
3987319,58,1,7838
3987319,82,1,7839
3987319,85,1,7840
3987320,13,0,7841
3987322,10,0,7842
3987322,31,0,7843
3987322,55,0,7844
3987322,77,0,7845
3987323,0,0,7846
3987324,49,1,7847
3987324,72,1,7848
3987324,87,1,7849
3987325,72,1,7850
3987326,8,0,7851
3987326,3,1,7852
3987327,71,1,7853
3987328,53,1,7854
3987328,70,1,7855
3987328,73,1,7856
3987329,64,1,7857
3987330,10,1,7858
3987330,35,1,7859
3987330,52,1,7860
3987330,70,1,7861
3987330,82,1,7862
3987331,4,0,7863
3987331,77,0,7864
3987331,54,1,7865
3987332,32,1,7866
3987332,58,1,7867
3987332,60,1,7868
3987332,65,1,7869
3987332,20,0,7870
3987332,89,0,7871
3987333,57,1,7872
3987334,36,0,7873
3987334,30,1,7874
3987334,59,1,7875
3987335,49,0,7876
3987335,56,0,7877
3987335,72,1,7878
3987336,63,1,7879
3987336,75,1,7880
3987336,86,1,7881
3987336,81,0,7882
3987337,39,1,7883
3987337,48,1,7884
3987337,85,1,7885
3987337,87,0,7886
3987339,50,1,7887
3987339,63,1,7888
3987340,14,1,7889
3987340,72,1,7890
3987341,2,0,7891
3987341,53,0,7892
3987341,78,0,7893
3987341,80,0,7894
3987341,54,1,7895
3987341,62,1,7896
3987342,81,0,7897
3987342,47,1,7898
3987342,80,1,7899
3987343,62,1,7900
3987344,85,0,7901
3987345,24,1,7902
3987345,80,1,7903
3987346,49,1,7904
3987346,72,1,7905
3987346,41,0,7906
3987349,42,0,7907
3987349,44,1,7908
3987347,48,1,7909
3987347,84,1,7910
3987347,88,0,7911
3987348,49,1,7912
3987348,84,1,7913
3987350,44,1,7914
3987350,46,1,7915
3987350,55,1,7916
3987350,86,1,7917
3987351,20,1,7918
3987351,33,1,7919
3987352,35,0,7920
3987352,89,0,7921
3987353,68,1,7922
3987353,89,1,7923
3987354,52,0,7924
3987354,72,1,7925
3987354,74,1,7926
3987355,25,1,7927
3987355,80,0,7928
3987357,32,1,7929
3987357,85,1,7930
3987359,80,0,7931
3987360,65,1,7932
3987360,70,1,7933
3987360,80,1,7934
3987360,35,0,7935
3987361,82,0,7936
3987361,19,1,7937
3987362,86,0,7938
3987363,6,0,7939
3987363,50,0,7940
3987363,67,0,7941
3987363,71,0,7942
3987363,81,1,7943
3987364,34,1,7944
3987364,58,1,7945
3987364,51,0,7946
3987364,79,0,7947
3987365,40,0,7948
3987365,35,1,7949
3987365,76,1,7950
3987366,5,1,7951
3987366,9,1,7952
3987366,74,1,7953
3987366,4,0,7954
3987366,13,0,7955
3987367,7,0,7956
3987367,24,1,7957
3987368,45,1,7958
3987368,60,1,7959
3987368,75,1,7960
3987368,84,0,7961
3987369,27,1,7962
3987369,39,0,7963
3987369,73,0,7964
3987370,10,0,7965
3987370,73,0,7966
3987370,85,1,7967
3987370,90,1,7968
3987371,32,1,7969
3987371,37,1,7970
3987382,11,1,7971
3987382,17,1,7972
3987382,23,1,7973
3987382,31,1,7974
3987382,34,1,7975
3987382,49,1,7976
3987382,53,1,7977
3987375,8,0,7978
3987375,15,0,7979
3987372,32,1,7980
3987372,44,1,7981
3987372,53,1,7982
3987372,57,1,7983
3987372,70,1,7984
3987372,82,1,7985
3987373,22,1,7986
3987373,53,1,7987
3987373,67,0,7988
3987373,84,0,7989
3987374,75,1,7990
3987374,78,1,7991
3987374,68,0,7992
3987376,50,1,7993
3987376,61,0,7994
3987377,64,0,7995
3987377,30,1,7996
3987378,47,0,7997
3987378,85,0,7998
3987378,14,1,7999
3987378,60,1,8000
3987379,10,1,8001
3987379,82,1,8002
3987379,52,0,8003
3987380,48,0,8004
3987380,51,1,8005
3987380,72,1,8006
3987383,89,0,8007
3987383,34,1,8008
3987383,37,1,8009
3987384,79,0,8010
3987384,89,0,8011
3987385,74,0,8012
3987385,58,1,8013
3987386,2,1,8014
3987386,22,0,8015
3987386,35,0,8016
3987387,34,1,8017
3987387,38,1,8018
3987387,75,0,8019
3987388,75,1,8020
3987389,13,0,8021
3987389,71,0,8022
3987389,89,1,8023
3987390,54,1,8024
3987390,36,0,8025
3987391,63,0,8026
3987391,73,0,8027
3987394,8,1,8028
3987394,52,1,8029
3987392,28,1,8030
3987392,71,1,8031
3987392,74,1,8032
3987392,79,1,8033
3987393,22,0,8034
3987393,53,0,8035
3987393,90,0,8036
3987393,91,0,8037
3987393,71,1,8038
3987395,2,1,8039
3987395,70,1,8040
3987395,80,0,8041
3987396,51,1,8042
3987396,79,1,8043
3987397,52,0,8044
3987397,69,0,8045
3987397,1,1,8046
3987397,21,1,8047
3987397,32,1,8048
3987397,40,1,8049
3987398,82,1,8050
3987399,23,0,8051
3987399,70,0,8052
3987399,44,1,8053
3987400,36,1,8054
3987401,22,1,8055
3987401,67,1,8056
3987401,89,1,8057
3987401,90,0,8058
3987402,83,1,8059
3987402,54,0,8060
3987402,73,0,8061
3987403,34,0,8062
3987403,56,1,8063
3987403,68,1,8064
3987403,83,1,8065
3987403,89,1,8066
3987404,19,1,8067
3987404,55,1,8068
3987404,22,0,8069
3987404,26,0,8070
3987405,49,1,8071
3987405,78,1,8072
3987406,81,1,8073
3987406,58,0,8074
3987409,56,0,8075
3987409,10,1,8076
3987409,33,1,8077
3987410,18,1,8078
3987410,28,1,8079
3987410,31,1,8080
3987410,50,1,8081
3987410,54,1,8082
3987410,71,1,8083
3987410,74,1,8084
3987410,68,0,8085
3987410,76,0,8086
3987411,89,0,8087
3987411,44,1,8088
3987411,57,1,8089
3987411,77,1,8090
3987413,75,1,8091
3987414,35,1,8092
3987414,43,1,8093
3987414,17,0,8094
3987415,10,1,8095
3987415,68,1,8096
3987416,31,0,8097
3987416,62,1,8098
3987416,80,1,8099
3987417,5,1,8100
3987418,14,1,8101
3987418,24,0,8102
3987419,4,0,8103
3987419,46,1,8104
3987420,4,1,8105
3987420,64,1,8106
3987420,25,0,8107
3987420,65,0,8108
3987422,12,1,8109
3987422,21,1,8110
3987422,26,1,8111
3987422,27,1,8112
3987422,38,0,8113
3987422,60,0,8114
3987423,13,0,8115
3987423,60,0,8116
3987423,91,0,8117
3987423,30,1,8118
3987424,4,0,8119
3987424,89,0,8120
3987424,10,1,8121
3987424,24,1,8122
3987424,39,1,8123
3987424,41,1,8124
3987424,43,1,8125
3987427,63,1,8126
3987427,87,1,8127
3987427,90,1,8128
3987428,49,0,8129
3987428,80,0,8130
3987428,31,1,8131
3987428,46,1,8132
3987429,2,1,8133
3987429,8,1,8134
3987429,26,1,8135
3987429,32,1,8136
3987429,43,1,8137
3987429,81,1,8138
3987430,20,1,8139
3987431,18,1,8140
3987431,60,1,8141
3987432,32,1,8142
3987432,42,1,8143
3987432,46,0,8144
3987433,11,1,8145
3987433,52,1,8146
3987433,34,0,8147
3987436,84,0,8148
3987436,35,1,8149
3987436,54,1,8150
3987436,70,1,8151
3987437,13,1,8152
3987437,48,1,8153
3987437,21,0,8154
3987437,26,0,8155
3987437,52,0,8156
3987438,24,1,8157
3987438,61,1,8158
3987439,6,1,8159
3987439,9,1,8160
3987439,44,1,8161
3987439,54,1,8162
3987441,87,1,8163
3987441,6,0,8164
3987445,60,1,8165
3987445,89,1,8166
3987446,51,1,8167
3987446,56,1,8168
3987446,82,0,8169
3987447,55,0,8170
3987447,70,0,8171
3987447,24,1,8172
3987449,24,1,8173
3987449,25,1,8174
3987449,29,1,8175
3987449,68,1,8176
3987449,74,1,8177
3987449,79,1,8178
3987449,86,1,8179
3987451,13,0,8180
3987451,62,0,8181
3987451,70,0,8182
3987451,73,0,8183
3987451,82,0,8184
3987451,27,1,8185
3987452,20,1,8186
3987453,28,1,8187
3987453,47,1,8188
3987453,80,1,8189
3987453,55,0,8190
3987453,90,0,8191
3987454,34,1,8192
3987454,48,1,8193
3987454,74,1,8194
3987454,40,0,8195
3987454,85,0,8196
3987455,42,1,8197
3987455,64,1,8198
3987455,76,1,8199
3987455,19,0,8200
3987455,69,0,8201
3987456,16,1,8202
3987456,68,1,8203
3987456,89,1,8204
3987456,78,0,8205
3987457,23,1,8206
3987457,47,1,8207
3987457,56,1,8208
3987457,67,1,8209
3987458,36,0,8210
3987458,40,1,8211
3987458,85,1,8212
3987459,15,0,8213
3987459,54,0,8214
3987459,71,1,8215
3987460,3,1,8216
3987460,11,1,8217
3987460,30,1,8218
3987460,85,1,8219
3987461,65,0,8220
3987461,87,0,8221
3987462,62,0,8222
3987462,19,1,8223
3987462,46,1,8224
3987463,16,1,8225
3987463,39,1,8226
3987463,43,1,8227
3987463,73,1,8228
3987463,79,0,8229
3987464,88,1,8230
3987464,82,0,8231
3987465,10,1,8232
3987465,18,1,8233
3987465,36,1,8234
3987465,43,1,8235
3987465,90,1,8236
3987465,28,0,8237
3987466,92,1,8238
3987466,21,0,8239
3987467,21,0,8240
3987467,20,1,8241
3987467,93,1,8242
3987468,78,1,8243
3987468,2,0,8244
3987468,72,0,8245
3987468,77,0,8246
3987469,39,0,8247
3987469,4,1,8248
3987469,66,1,8249
3987469,68,1,8250
3987470,84,1,8251
3987470,87,1,8252
3987471,25,1,8253
3987471,55,1,8254
3987472,89,0,8255
3987472,31,1,8256
3987474,31,1,8257
3987474,53,1,8258
3987474,12,0,8259
3987474,58,0,8260
3987475,12,0,8261
3987475,32,0,8262
3987475,54,0,8263
3987475,79,0,8264
3987475,82,0,8265
3987475,85,0,8266
3987475,89,0,8267
3987475,72,1,8268
3987475,90,1,8269
3987476,90,0,8270
3987476,79,1,8271
3987478,41,0,8272
3987479,17,1,8273
3987479,42,1,8274
3987479,86,1,8275
3987480,47,0,8276
3987480,54,0,8277
3987480,61,1,8278
3987480,63,1,8279
3987481,11,1,8280
3987481,27,1,8281
3987481,58,1,8282
3987481,57,0,8283
3987481,63,0,8284
3987482,25,1,8285
3987482,34,1,8286
3987482,71,1,8287
3987482,21,0,8288
3987482,32,0,8289
3987482,89,0,8290
3987483,10,0,8291
3987483,14,0,8292
3987483,89,0,8293
3987483,31,1,8294
3987484,58,0,8295
3987484,76,0,8296
3987484,12,1,8297
3987484,44,1,8298
3987485,8,1,8299
3987485,51,1,8300
3987485,81,1,8301
3987485,50,0,8302
3987487,14,1,8303
3987489,10,1,8304
3987489,40,1,8305
3987488,26,0,8306
3987488,31,1,8307
3987491,51,0,8308
3987491,75,0,8309
3987491,83,1,8310
3987492,20,1,8311
3987492,41,1,8312
3987492,80,1,8313
3987492,86,0,8314
3987493,9,0,8315
3987493,12,0,8316
3987493,49,0,8317
3987493,21,1,8318
3987494,28,1,8319
3987494,58,1,8320
3987494,78,1,8321
3987494,80,1,8322
3987494,85,1,8323
3987494,61,0,8324
3987495,71,1,8325
3987495,68,0,8326
3987496,60,1,8327
3987497,35,1,8328
3987497,79,1,8329
3987498,3,1,8330
3987498,5,1,8331
3987498,22,1,8332
3987498,64,1,8333
3987499,23,0,8334
3987499,29,0,8335
3987499,64,0,8336
3987499,43,1,8337
3987499,89,1,8338
3987501,29,1,8339
3987501,57,1,8340
3987502,58,0,8341
3987502,2,1,8342
3987503,53,1,8343
3987503,54,0,8344
3987503,56,0,8345
3987503,66,0,8346
3987504,10,0,8347
3987504,64,0,8348
3987504,83,1,8349
3987505,45,0,8350
3987505,49,0,8351
3987505,6,1,8352
3987505,29,1,8353
3987505,90,1,8354
3987506,12,1,8355
3987506,24,1,8356
3987506,83,1,8357
3987506,29,0,8358
3987507,78,0,8359
3987507,65,1,8360
3987508,30,1,8361
3987508,53,1,8362
3987508,90,0,8363
3987509,3,1,8364
3987509,5,0,8365
3987510,53,1,8366
3987511,38,0,8367
3987511,64,0,8368
3987511,71,0,8369
3987511,46,1,8370
3987511,65,1,8371
3987512,46,1,8372
3987512,47,1,8373
3987513,38,0,8374
3987513,71,0,8375
3987514,25,0,8376
3987515,61,0,8377
3987516,8,1,8378
3987516,20,1,8379
3987516,60,1,8380
3987516,85,1,8381
3987516,80,0,8382
3987517,67,1,8383
3987517,51,0,8384
3987518,11,1,8385
3987518,39,1,8386
3987518,44,1,8387
3987518,82,1,8388
3987518,30,0,8389
3987519,16,1,8390
3987519,35,1,8391
3987519,75,1,8392
3987520,6,1,8393
3987520,12,1,8394
3987520,55,1,8395
3987521,75,1,8396
3987521,80,1,8397
3987521,83,1,8398
3987522,77,0,8399
3987523,80,0,8400
3987525,89,0,8401
3987525,66,1,8402
3987526,88,0,8403
3987526,8,1,8404
3987526,53,1,8405
3987527,81,1,8406
3987527,21,0,8407
3987527,25,0,8408
3987527,41,0,8409
3987527,83,0,8410
3987528,9,0,8411
3987528,38,0,8412
3987528,80,0,8413
3987528,45,1,8414
3987528,55,1,8415
3987529,4,0,8416
3987529,54,0,8417
3987529,87,0,8418
3987530,50,1,8419
3987530,89,1,8420
3987530,20,0,8421
3987530,23,0,8422
3987531,46,0,8423
3987531,63,1,8424
3987532,66,0,8425
3987532,58,1,8426
3987533,13,0,8427
3987533,21,0,8428
3987534,74,1,8429
3987534,26,0,8430
3987534,63,0,8431
3987535,4,1,8432
3987535,35,1,8433
3987535,69,0,8434
3987535,88,0,8435
3987536,1,1,8436
3987536,90,1,8437
3987536,54,0,8438
3987537,81,1,8439
3987538,11,1,8440
3987539,8,1,8441
3987539,10,1,8442
3987539,51,1,8443
3987540,50,0,8444
3987540,88,0,8445
3987540,48,1,8446
3987540,52,1,8447
3987541,0,1,8448
3987541,71,1,8449
3987542,75,1,8450
3987543,2,0,8451
3987543,16,0,8452
3987543,77,0,8453
3987543,86,0,8454
3987544,6,1,8455
3987544,49,1,8456
3987544,64,1,8457
3987544,70,1,8458
3987544,87,1,8459
3987545,18,1,8460
3987545,78,1,8461
3987545,83,1,8462
3987546,87,1,8463
3987547,25,0,8464
3987547,82,0,8465
3987547,85,0,8466
3987548,10,1,8467
3987548,43,1,8468
3987548,64,1,8469
3987549,55,0,8470
3987549,82,1,8471
3987550,64,1,8472
3987550,65,1,8473
3987550,15,0,8474
3987550,52,0,8475
3987551,72,1,8476
3987551,85,1,8477
3987552,82,1,8478
3987552,84,1,8479
3987553,37,1,8480
3987553,56,1,8481
3987553,89,0,8482
3987554,6,0,8483
3987554,51,0,8484
3987554,22,1,8485
3987554,31,1,8486
3987554,46,1,8487
3987554,48,1,8488
3987554,83,1,8489
3987555,20,1,8490
3987555,47,1,8491
3987555,57,1,8492
3987556,24,1,8493
3987557,63,0,8494
3987557,27,1,8495
3987557,67,1,8496
3987557,77,1,8497
3987557,78,1,8498
3987558,10,1,8499
3987558,62,1,8500
3987558,85,1,8501
3987558,0,0,8502
3987559,39,1,8503
3987559,48,0,8504
3987560,70,0,8505
3987560,10,1,8506
3987561,31,0,8507
3987561,58,0,8508
3987561,73,0,8509
3987562,23,1,8510
3987562,58,1,8511
3987563,70,0,8512
3987563,9,1,8513
3987564,17,1,8514
3987564,72,1,8515
3987564,30,0,8516
3987564,73,0,8517
3987564,83,0,8518
3987565,27,1,8519
3987565,39,1,8520
3987565,41,1,8521
3987565,87,1,8522
3987566,26,0,8523
3987566,81,0,8524
3987566,29,1,8525
3987567,18,0,8526
3987567,33,1,8527
3987568,13,1,8528
3987568,47,1,8529
3987569,38,1,8530
3987569,67,1,8531
3987569,15,0,8532
3987569,50,0,8533
3987570,20,0,8534
3987570,59,1,8535
3987571,66,1,8536
3987572,75,1,8537
3987572,89,1,8538
3987573,18,1,8539
3987573,64,1,8540
3987574,35,1,8541
3987574,67,1,8542
3987574,58,0,8543
3987575,9,0,8544
3987575,12,0,8545
3987575,71,1,8546
3987576,47,0,8547
3987576,41,1,8548
3987576,55,1,8549
3987577,6,1,8550
3987577,80,1,8551
3987577,8,0,8552
3987577,21,0,8553
3987578,36,0,8554
3987578,51,0,8555
3987579,36,1,8556
3987579,44,1,8557
3987579,65,1,8558
3987580,52,0,8559
3987580,55,0,8560
3987580,85,0,8561
3987580,88,1,8562
3987581,50,0,8563
3987582,56,1,8564
3987582,77,1,8565
3987582,61,0,8566
3987583,40,1,8567
3987583,44,1,8568
3987583,72,1,8569
3987583,77,1,8570
3987584,67,1,8571
3987584,68,1,8572
3987584,78,1,8573
3987585,49,0,8574
3987585,54,1,8575
3987585,65,1,8576
3987585,82,1,8577
3987587,12,0,8578
3987587,88,0,8579
3987588,56,0,8580
3987588,87,0,8581
3987589,20,1,8582
3987589,37,1,8583
3987589,65,1,8584
3987589,68,1,8585
3987589,73,1,8586
3987589,80,1,8587
3987589,75,0,8588
3987590,59,0,8589
3987590,73,0,8590
3987590,78,0,8591
3987591,11,1,8592
3987591,18,1,8593
3987591,58,1,8594
3987591,88,1,8595
3987592,3,1,8596
3987592,59,1,8597
3987592,87,0,8598
3987593,70,0,8599
3987593,10,1,8600
3987593,36,1,8601
3987593,66,1,8602
3987594,55,1,8603
3987594,41,0,8604
3987595,13,0,8605
3987595,23,0,8606
3987595,53,0,8607
3987595,68,0,8608
3987595,75,0,8609
3987595,13,1,8610
3987596,3,1,8611
3987596,89,1,8612
3987596,85,0,8613
3987597,47,1,8614
3987597,64,1,8615
3987597,84,1,8616
3987598,10,0,8617
3987598,84,0,8618
3987599,44,1,8619
3987599,87,0,8620
3987601,21,1,8621
3987601,33,1,8622
3987601,66,1,8623
3987601,78,0,8624
3987602,27,1,8625
3987602,44,1,8626
3987602,75,0,8627
3987603,82,0,8628
3987603,71,1,8629
3987603,79,1,8630
3987603,90,1,8631
3987604,6,1,8632
3987604,50,1,8633
3987604,76,1,8634
3987604,18,0,8635
3987605,31,0,8636
3987605,68,0,8637
3987605,29,1,8638
3987606,1,0,8639
3987606,68,0,8640
3987606,4,1,8641
3987607,46,1,8642
3987607,47,1,8643
3987607,74,1,8644
3987608,5,1,8645
3987608,8,1,8646
3987608,14,1,8647
3987608,24,1,8648
3987608,62,1,8649
3987608,88,1,8650
3987609,78,0,8651
3987612,33,1,8652
3987612,90,1,8653
3987612,67,0,8654
3987613,58,0,8655
3987613,85,0,8656
3987613,38,1,8657
3987613,50,1,8658
3987615,20,1,8659
3987615,24,1,8660
3987615,55,1,8661
3987615,10,0,8662
3987616,20,0,8663
3987616,60,0,8664
3987616,35,1,8665
3987616,67,1,8666
3987616,73,1,8667
3987616,76,1,8668
3987617,42,0,8669
3987617,51,0,8670
3987618,40,1,8671
3987618,36,0,8672
3987619,59,0,8673
3987619,64,0,8674
3987619,48,1,8675
3987620,31,1,8676
3987621,9,0,8677
3987621,52,0,8678
3987622,80,1,8679
3987622,81,1,8680
3987622,85,0,8681
3987623,64,0,8682
3987623,61,1,8683
3987623,90,1,8684
3987624,45,0,8685
3987624,65,0,8686
3987624,70,0,8687
3987624,72,1,8688
3987625,38,1,8689
3987625,68,1,8690
3987626,12,0,8691
3987626,38,0,8692
3987626,63,0,8693
3987626,25,1,8694
3987627,39,1,8695
3987627,42,1,8696
3987627,57,1,8697
3987628,9,1,8698
3987628,51,1,8699
3987628,90,1,8700
3987628,54,0,8701
3987630,34,0,8702
3987630,74,0,8703
3987631,86,0,8704
3987631,89,0,8705
3987631,70,1,8706
3987632,25,1,8707
3987632,63,1,8708
3987632,15,0,8709
3987632,55,0,8710
3987632,71,0,8711
3987632,83,0,8712
3987633,13,1,8713
3987633,40,1,8714
3987634,15,1,8715
3987634,72,1,8716
3987634,84,1,8717
3987635,61,0,8718
3987635,69,0,8719
3987635,67,1,8720
3987635,75,1,8721
3987636,30,1,8722
3987636,32,1,8723
3987636,25,0,8724
3987636,34,0,8725
3987636,55,0,8726
3987637,72,0,8727
3987637,30,1,8728
3987637,52,1,8729
3987637,55,1,8730
3987637,69,1,8731
3987638,25,1,8732
3987638,30,1,8733
3987638,38,1,8734
3987638,58,1,8735
3987638,81,1,8736
3987638,58,0,8737
3987640,6,1,8738
3987640,74,1,8739
3987640,90,1,8740
3987642,1,0,8741
3987642,23,1,8742
3987642,43,1,8743
3987643,43,0,8744
3987643,39,1,8745
3987643,72,1,8746
3987643,78,1,8747
3987644,43,0,8748
3987644,59,1,8749
3987645,21,0,8750
3987645,1,1,8751
3987645,4,1,8752
3987645,13,1,8753
3987645,75,1,8754
3987646,11,1,8755
3987646,62,1,8756
3987646,86,0,8757
3987648,37,0,8758
3987649,52,0,8759
3987649,25,1,8760
3987650,72,0,8761
3987651,86,0,8762
3987652,21,0,8763
3987652,54,0,8764
3987653,13,1,8765
3987653,76,1,8766
3987653,88,0,8767
3987654,10,1,8768
3987654,20,1,8769
3987654,49,1,8770
3987655,32,0,8771
3987655,2,1,8772
3987656,64,1,8773
3987656,75,1,8774
3987656,62,0,8775
3987657,4,0,8776
3987657,88,0,8777
3987657,13,1,8778
3987657,78,1,8779
3987658,75,0,8780
3987659,89,1,8781
3987659,21,0,8782
3987660,55,1,8783
3987661,42,1,8784
3987661,51,1,8785
3987661,83,1,8786
3987663,42,1,8787
3987663,88,1,8788
3987664,82,1,8789
3987665,11,1,8790
3987665,46,1,8791
3987665,6,0,8792
3987665,25,0,8793
3987666,14,1,8794
3987666,15,1,8795
3987666,90,1,8796
3987667,47,1,8797
3987667,77,1,8798
3987667,47,0,8799
3987667,75,0,8800
3987668,28,1,8801
3987668,34,1,8802
3987668,46,1,8803
3987668,69,1,8804
3987668,84,1,8805
3987669,2,1,8806
3987669,24,1,8807
3987669,62,1,8808
3987669,67,1,8809
3987669,57,0,8810
3987669,78,0,8811
3987670,68,0,8812
3987671,68,1,8813
3987672,58,0,8814
3987672,45,1,8815
3987672,52,1,8816
3987673,46,1,8817
3987674,66,1,8818
3987674,84,1,8819
3987674,90,1,8820
3987674,39,0,8821
3987675,24,1,8822
3987675,57,1,8823
3987675,56,0,8824
3987675,87,0,8825
3987675,89,0,8826
3987676,17,0,8827
3987676,41,0,8828
3987676,78,0,8829
3987677,66,1,8830
3987677,87,1,8831
3987677,50,0,8832
3987678,78,1,8833
3987678,90,1,8834
3987680,55,0,8835
3987680,35,1,8836
3987680,83,1,8837
3987681,60,1,8838
3987681,61,1,8839
3987682,22,1,8840
3987682,33,1,8841
3987682,65,1,8842
3987682,73,1,8843
3987683,66,1,8844
3987684,24,1,8845
3987686,16,1,8846
3987686,43,1,8847
3987686,50,1,8848
3987686,24,0,8849
3987686,64,0,8850
3987686,80,0,8851
3987687,70,1,8852
3987687,85,1,8853
3987688,57,0,8854
3987688,22,1,8855
3987688,32,1,8856
3987688,37,1,8857
3987688,83,1,8858
3987689,27,1,8859
3987690,23,0,8860
3987690,65,1,8861
3987691,55,0,8862
3987691,12,1,8863
3987691,45,1,8864
3987692,45,0,8865
3987693,41,1,8866
3987693,36,0,8867
3987694,45,1,8868
3987694,89,1,8869
3987694,8,0,8870
3987694,48,0,8871
3987694,69,0,8872
3987695,19,0,8873
3987695,74,0,8874
3987695,79,0,8875
3987697,22,0,8876
3987697,18,1,8877
3987696,73,0,8878
3987696,62,1,8879
3987698,44,0,8880
3987698,35,1,8881
3987698,56,1,8882
3987698,62,1,8883
3987698,63,1,8884
3987698,79,1,8885
3987698,83,1,8886
3987699,55,1,8887
3987699,61,1,8888
3987699,87,1,8889
3987699,26,0,8890
3987699,89,0,8891
3987700,38,0,8892
3987700,57,0,8893
3987701,79,0,8894
3987701,52,1,8895
3987701,85,1,8896
3987701,90,1,8897
3987702,15,0,8898
3987702,59,0,8899
3987702,83,0,8900
3987702,22,1,8901
3987702,40,1,8902
3987703,21,1,8903
3987703,28,1,8904
3987703,27,0,8905
3987703,42,0,8906
3987704,46,0,8907
3987705,18,1,8908
3987705,23,1,8909
3987705,44,0,8910
3987705,79,0,8911
3987706,27,0,8912
3987707,25,1,8913
3987707,41,1,8914
3987707,66,1,8915
3987707,83,1,8916
3987708,14,1,8917
3987708,61,1,8918
3987708,64,1,8919
3987709,56,0,8920
3987709,40,1,8921
3987709,63,1,8922
3987710,65,0,8923
3987710,86,0,8924
3987710,44,1,8925
3987710,72,1,8926
3987710,74,1,8927
3987711,84,0,8928
3987711,26,1,8929
3987711,50,1,8930
3987711,57,1,8931
3987711,63,1,8932
3987712,32,1,8933
3987712,62,1,8934
3987712,75,1,8935
3987713,17,0,8936
3987714,21,1,8937
3987714,45,1,8938
3987714,66,1,8939
3987715,62,1,8940
3987715,84,1,8941
3987715,40,0,8942
3987715,50,0,8943
3987716,7,1,8944
3987716,42,1,8945
3987716,55,1,8946
3987716,62,1,8947
3987716,78,1,8948
3987716,85,1,8949
3987716,14,0,8950
3987717,59,0,8951
3987717,18,1,8952
3987717,51,1,8953
3987718,56,1,8954
3987718,57,0,8955
3987719,47,1,8956
3987719,53,1,8957
3987719,64,0,8958
3987719,75,0,8959
3987720,20,0,8960
3987720,70,1,8961
3987721,24,1,8962
3987722,69,1,8963
3987723,80,0,8964
3987723,14,1,8965
3987723,15,1,8966
3987723,34,1,8967
3987723,75,1,8968
3987724,86,1,8969
3987725,20,1,8970
3987725,27,1,8971
3987725,32,0,8972
